회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율(IFRS),유형자산증가율(IFRS),비유동생물자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),매출채권 대 상,매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),상품,원,재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),부가가치(IFRS)(백만원).1,법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원).1,총자본투자효율(IFRS).1,기계투자효율(IFRS).1,부가가치율(IFRS).1,종업원수(IFRS),"매출채권 대 상,제품비율(IFRS)","상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",label
(주)에스에스알,275630,2018,5,58,105802,  출판업 ,2018-08-06,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.21,6.67,7.67,3.51,3.11,3.58,3.74,4.3,3.38,3.89,28.41,32.71,59.79,93.33,0.68,0.62,-0.36,0.26,0.92,-4.52,3.41,92.75,40.78,0.0,0.0,-0.39,6.12,21.28,10.35,-1.01,5.03,5.03,660.5,0.0,15.96,84.44,0.0,0.0,0.0,2519.89,193.0,23.35,4225.41,167.98,84.28,0.0,536.12,84.28,15.72,83.24,16.76,760.5,18.89,18.84,508.67,508.67,86.39,0.0,0.0,304.38,,0.0,20.14,19.9,0.0,0.23,0.29,67.71,4.64,5.57,13.33,999999999.0,72.29,6.6,180.66,33.7,197.32,2.58,9.32,0.43,0.93,0.0,0.47,0.51,0.56,4.26,2.78,5.91,61.72,0.55,0.55,0.0,0.0,,,0.0,1.94,187.88,2.97,6.23,0.46,0.0,0.01,6155.69,60.95,119.48,7.96,9.17,45.74,19.17,0.0,256.12,23.8,317.89,0.0,51.01,75.05,24.95,15.04,6155.69,886.0,4619.97,-43.93,0.0,0.0,693.64,60.95,23.8,0.0,51.01,101.0,0.0,0.0,0.0,1
(주)에스에스알,275630,2019,5,58,105802,  출판업 ,2018-08-06,,2.29,15.07,0.0,0.0,28.28,-2.55,0.0,6.77,7.35,-38.62,14.99,14.99,1.18,5.94,1.33,6.05,39.56,3.81,8.22,2.82,1.89,4.07,2.22,4.78,2.05,4.43,17.24,37.18,60.44,96.19,2.18,1.92,-1.75,0.17,0.49,-37.1,3.2,94.15,41.56,0.0,0.0,-1.82,6.87,26.8,19.63,-5.82,6.21,2.42,693.52,0.0,19.58,85.28,0.0,0.0,0.0,2244.67,184.0,427.48,3858.14,85.55,80.29,0.0,407.26,80.29,19.71,86.88,13.12,793.52,22.69,22.52,644.66,644.66,147.46,0.0,0.0,329.02,,0.0,15.1,14.33,56.92,0.76,0.98,67.83,1.1,1.26,27.34,999999999.0,75.93,6.94,166.14,35.83,187.6,37.15,443.4,4.87,9.95,0.0,0.5,0.54,0.58,4.52,3.32,6.8,53.69,0.6,0.6,0.0,0.0,,,0.0,2.15,169.58,2.79,6.22,0.51,0.0,0.01,6598.12,61.66,121.07,4.61,9.95,48.51,20.83,0.0,247.3,24.93,296.11,0.0,50.93,78.67,21.33,16.14,6598.12,776.71,5190.48,-227.1,0.0,0.0,858.04,61.66,24.93,0.0,50.93,107.0,0.0,0.0,0.0,1
(주)와이어블,65530,2012,5,61,106102,  우편 및 통신업 ,2002-06-04,,23.4,5.25,0.0,0.0,2.18,61.41,0.0,14.58,23.17,14.72,66.77,73.29,-17.41,51.92,-18.92,-12.62,9.97,7.4,7.22,5.46,5.46,5.33,19.09,18.63,6.11,5.97,37.59,36.7,90.03,92.6,1.3,-2.54,2.54,0.0,0.01,18.06,7.2,90.88,5.42,0.22,0.12,2.67,12.77,18.31,151.95,2.62,5.52,7.58,110.34,0.0,40.07,52.18,10.0,4.75,27.25,25416.23,1835.0,12084.25,9828.25,1879.56,46.86,0.0,88.18,46.86,53.14,27.63,72.37,210.34,192.3,112.56,88.77,88.77,28.44,0.0,0.0,254.07,,0.0,261.86,191.02,93.54,70.84,0.0,-5.93,30.8,111.44,2.9,4.43,14.5,1.1,56.81,78.72,135.09,26.82,63.02,19.41,29.06,2.91,0.74,0.83,2.58,5.08,1.03,5.33,68.53,1.76,1.76,0.0,0.0,,,0.0,3.25,112.23,1.27,1.52,0.8,0.0,0.02,45833.16,290.08,850.32,62.88,61.39,43.77,475.39,434.22,1273.2,22.78,61.02,66.81,34.11,15.09,84.91,21.16,45833.16,11686.9,6915.76,3411.04,7242.76,149.25,16290.01,290.08,22.78,66.81,34.11,158.0,0.0,0.0,0.0,0
(주)와이어블,65530,2013,5,61,106102,  우편 및 통신업 ,2002-06-04,,0.05,21.41,0.0,0.0,19.48,-22.0,0.0,12.05,-19.87,10.77,-2.85,-3.83,9.83,-6.33,-14.45,3.14,12.97,10.22,8.75,5.9,5.47,4.68,18.67,15.99,6.1,5.22,41.64,35.65,87.03,89.78,-1.69,-3.12,3.12,0.0,0.0,-0.92,6.35,91.71,6.58,0.25,0.15,3.3,18.29,19.07,145.92,2.36,5.96,6.36,135.69,0.0,46.07,57.31,10.0,4.24,28.05,20366.55,1783.0,14128.16,11123.64,2081.98,36.53,0.0,57.56,36.53,63.47,30.95,69.05,235.69,205.05,119.69,77.77,77.77,34.56,0.0,0.0,187.62,,0.0,223.09,151.77,83.07,71.31,0.0,-10.44,35.23,113.82,2.61,3.74,17.82,1.36,77.93,108.97,166.57,49.85,97.71,34.42,64.35,3.28,0.54,0.6,1.83,4.07,0.76,5.44,67.08,1.28,1.28,0.0,0.0,,,0.0,2.45,148.78,0.92,1.07,0.58,0.0,0.01,47151.12,318.59,727.42,74.36,63.67,45.14,632.61,561.22,1359.86,23.43,50.36,56.77,43.8,14.17,85.83,19.98,47151.12,9186.4,6681.2,3354.93,9206.76,150.44,18577.17,318.59,23.43,56.77,43.8,148.0,0.0,0.0,0.0,0
(주)와이어블,65530,2014,5,61,106102,  우편 및 통신업 ,2002-06-04,,14.05,16.4,0.0,0.0,11.69,18.15,0.0,16.92,54.05,86.41,54.52,56.07,8.34,17.57,31.03,-13.16,14.34,12.37,8.78,9.53,9.52,6.76,30.36,21.55,10.66,7.56,77.62,55.09,85.66,87.63,-1.27,-2.0,2.0,0.0,0.0,21.62,8.3,89.01,4.58,0.13,0.11,2.23,14.39,18.93,143.08,2.25,5.78,5.18,175.57,0.0,53.49,63.46,10.0,3.63,18.15,31374.92,2755.0,11425.37,13227.9,3881.0,37.85,0.0,60.89,37.85,62.15,31.73,68.27,275.57,195.87,134.66,70.29,70.29,30.93,0.0,0.0,157.51,,0.0,215.14,169.69,88.5,45.45,0.0,-16.0,25.11,79.12,6.16,6.54,20.22,1.76,48.36,81.52,123.98,43.1,117.2,29.42,40.72,6.17,0.77,0.86,2.45,6.27,1.12,7.05,51.81,2.07,2.07,0.0,0.0,,,0.0,4.15,87.97,1.23,1.39,0.88,0.0,0.03,60059.35,345.17,953.15,117.9,83.68,39.2,615.37,555.38,1319.15,26.17,56.09,62.15,36.21,11.36,88.64,24.24,60059.35,18405.52,6821.41,3323.84,9897.02,170.26,21441.3,345.17,26.17,62.15,36.21,174.0,0.0,0.0,0.0,0
(주)와이어블,65530,2015,5,61,106102,  우편 및 통신업 ,2002-06-04,,-12.64,-10.06,0.0,0.0,-9.98,-17.01,0.0,7.59,-27.11,-42.41,-43.94,-43.97,-4.6,-4.6,-23.6,-1.29,12.14,9.77,6.75,5.53,5.49,3.8,15.63,10.8,5.96,4.12,44.7,30.88,87.86,90.23,-1.12,-2.07,2.07,0.0,0.0,23.23,4.96,91.48,5.72,0.16,0.15,2.23,21.11,19.34,158.28,1.8,5.86,5.09,196.49,0.0,56.42,66.03,10.0,3.37,32.38,22868.04,1544.0,4840.96,14235.93,2234.94,35.95,0.0,56.14,35.95,64.05,39.08,60.92,296.49,163.89,116.43,79.91,79.91,41.37,0.0,0.0,208.88,,0.0,155.89,115.13,86.06,40.76,0.0,-9.04,22.05,56.44,4.56,5.18,25.9,1.96,65.75,112.13,157.87,35.19,97.21,21.44,35.57,4.72,0.56,0.61,1.6,4.57,0.87,5.68,64.23,1.52,1.52,0.0,0.0,,,0.0,3.24,112.57,0.89,0.99,0.65,0.0,0.02,54661.05,329.28,728.2,71.17,49.17,38.7,648.87,587.79,1207.96,27.26,50.75,56.02,45.22,11.75,88.25,14.93,54661.05,10464.2,6423.97,2504.56,11395.61,168.66,23704.06,329.28,27.26,56.02,45.22,166.0,0.0,0.0,0.0,0
(주)와이어블,65530,2016,5,61,106102,  우편 및 통신업 ,2002-06-04,,-23.3,-13.77,0.0,0.0,-13.75,-40.3,0.0,1.62,-22.36,-15.47,-16.03,-15.99,-16.38,-4.22,-18.94,19.84,13.74,10.64,7.3,5.71,5.64,3.87,12.64,8.68,5.93,4.07,37.78,25.93,86.26,89.36,-1.08,-1.78,1.78,0.0,0.0,24.99,4.81,90.52,8.6,0.23,0.2,1.95,26.19,19.23,200.01,1.7,7.77,5.34,212.46,100.0,60.48,70.26,9.67,3.21,37.3,17755.58,1309.0,3225.46,14372.97,1889.14,27.98,0.0,38.86,27.98,72.02,51.77,48.23,301.28,139.1,102.96,93.11,93.11,44.29,0.0,0.0,455.34,,0.0,93.15,58.05,79.14,35.1,0.0,-2.07,15.06,29.09,5.55,6.38,36.51,2.12,61.34,127.42,155.31,28.74,92.02,13.86,22.72,5.99,0.53,0.56,1.19,3.55,0.96,9.97,36.61,1.63,1.63,0.0,0.0,,,0.0,3.79,96.3,0.78,0.88,0.75,0.0,0.02,43781.44,275.35,590.29,62.8,43.11,46.37,587.96,526.08,967.32,28.47,46.83,52.34,46.65,16.84,83.16,15.66,43781.44,8970.05,7373.56,1667.64,3238.03,167.74,22444.57,275.35,28.47,52.34,46.65,159.0,0.0,0.0,0.0,0
(주)제이테크놀로지,35480,2015,4,91,189102,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,5.37,1244.13,0.0,0.0,-19.2,53.38,0.0,3.62,485.07,0.0,0.0,-137.1,-82.84,1029.17,-48.19,-25.41,41.45,1.28,-8.87,2.04,0.88,-6.07,1.11,-7.66,1.27,-8.8,3.21,-22.21,58.55,98.72,-2.31,0.92,-0.92,0.43,0.89,202.33,-6.71,100.98,38.04,0.0,9.13,-0.87,4.1,12.18,18.97,-3.06,84.69,6.36,170.24,0.0,-102.48,62.23,0.0,0.0,0.0,1174.66,-108.0,-344.87,788.71,15.08,49.27,1.34,97.13,48.61,50.73,78.64,21.36,270.24,64.5,60.27,311.35,307.18,121.26,2465.59,1.97,12960.08,,19.02,27.15,20.12,0.0,7.03,16.53,33.45,0.61,0.78,1.65,999999999.0,49.54,1.7,61.03,85.11,146.05,-66.47,-2315.7,-14.19,-21.29,0.0,0.68,0.99,0.86,2.5,3.3,546.69,0.67,1.64,1.65,202.04,1.81,,,0.0,7.87,46.38,1.17,12.05,1.16,0.0,0.02,23668.97,87.34,131.16,1.68,-11.64,53.03,20.26,0.0,196.67,44.41,431.0,0.0,66.59,60.72,39.28,-13.33,23668.97,-365.31,14371.71,-328.69,4995.82,3447.78,1547.66,87.34,44.41,0.0,66.59,271.0,0.0,0.0,0.0,1
(주)제이테크놀로지,35480,2016,4,91,189102,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,50.29,-31.94,0.0,0.0,67.36,32.72,-25.65,35.86,-31.23,0.0,0.0,0.0,-79.68,-26.57,-6.35,40.68,-10.36,-77.29,-91.13,-28.3,-28.33,-33.4,-38.22,-45.06,-29.01,-34.2,-98.87,-116.58,110.36,177.29,-9.9,-2.89,2.89,0.3,1.02,0.0,-32.34,180.78,31.13,0.0,5.22,1.48,4.8,9.54,23.69,4.09,8.13,15.67,150.8,0.0,-38.49,59.9,0.0,0.0,0.0,787.98,-349.0,-230.2,1258.42,-609.06,43.51,0.75,77.03,43.19,56.49,71.09,28.91,250.8,79.45,76.85,164.25,163.02,37.83,821.91,1.92,0.0,,0.0,40.66,37.26,0.0,3.39,14.18,17.02,11.06,15.56,-26.24,-29.18,42.75,1.51,125.01,147.86,320.59,-37.96,-99.17,-10.97,-35.95,-26.76,0.37,0.38,0.49,1.28,1.42,730.34,0.5,0.8,0.81,79.69,4.58,,,0.0,4.52,80.82,0.68,5.3,0.54,0.0,0.01,3532.4,17.75,122.84,-94.94,-111.94,74.6,0.0,0.0,0.0,4.41,94.51,0.0,14.45,420.29,-320.29,-630.63,3532.4,-21313.24,14846.2,706.12,4513.61,2490.43,2289.27,17.75,4.41,0.0,14.45,199.0,0.0,0.0,0.0,1
(주)케이바이오컴퍼니,38530,2016,5,46,32604,  도매 및 상품 중개업 ,2000-06-09,,-59.55,-48.34,0.0,0.0,-56.91,-61.98,-96.75,-90.61,56.63,0.0,0.0,0.0,0.0,113.33,-26.58,-44.09,15.35,-88.91,-244.4,-44.09,-44.15,-121.36,-77.48,-212.98,-55.61,-152.87,-30.57,-84.03,84.65,188.91,-155.49,-4.98,4.98,1.18,0.01,0.0,-118.89,239.45,7.91,0.0,0.0,2.04,5.14,17.46,199.9,5.75,0.0,30.82,-92.35,0.0,-1587.3,-1440.79,0.0,0.0,0.0,177.66,-438.0,-121.37,-2.17,-157.96,48.9,1.02,95.69,48.4,51.1,16.99,83.01,6.46,300.77,128.06,81.37,80.54,38.45,1229.02,0.0,0.0,,0.0,488.58,353.72,0.0,134.86,0.0,-11.2,0.0,0.0,-17.43,-48.04,-242.94,-0.92,102.96,98.43,94.41,-74.12,0.0,-61.53,-71.37,-17.84,0.5,0.63,0.87,0.34,1.15,81.3,4.49,0.97,1.07,10.88,33.56,,,27.82,3.37,108.29,1.02,4.9,0.63,0.0,0.01,-19661.53,-204.81,99.88,-88.8,-244.1,19.31,13.89,0.0,115.85,-176.78,-1474.92,-56175787.89,-205.06,0.0,0.0,0.0,-19661.53,-23433.5,1853.8,477.81,517.8,0.0,1204.38,-204.81,-176.78,-56175787.89,-205.06,96.0,0.0,19.38,226.54,1
(주)케이바이오컴퍼니,38530,2017,5,46,74604,  도매 및 상품 중개업 ,2000-06-09,,138.88,-2.7,0.0,0.0,64.56,216.54,880.92,183.89,-47.52,0.0,0.0,0.0,0.0,-68.75,67.92,-2.64,60.47,18.63,-19.18,5.18,4.98,-5.12,25.85,-26.61,6.22,-6.4,5.75,-5.92,39.53,81.37,-37.78,-29.36,29.36,0.0,0.19,0.0,2.72,117.58,8.76,0.0,0.0,22.94,1.71,3.64,0.0,9.71,8.81,17.62,71.88,0.0,-577.25,40.74,0.0,0.0,0.0,211.19,-152.0,-36.88,116.27,39.35,64.8,3.17,184.06,62.75,35.2,20.19,79.81,161.2,174.35,160.7,82.97,80.35,25.64,410.8,0.0,354.4,,115.92,395.26,386.77,0.0,8.49,0.0,-13.3,64.77,320.79,0.62,0.35,9.0,0.72,225.12,149.42,419.49,-17.52,-21.58,-13.98,-73.82,0.63,0.27,0.33,1.39,0.31,0.33,15.93,22.92,0.44,0.46,16.75,21.79,,,117.13,3.44,105.99,0.67,3.83,0.2,0.23,0.01,1313.87,43.8,167.71,31.25,-32.17,18.8,43.24,0.04,885.6,4.95,101.29,110687.89,26.11,42.93,57.07,-73.45,1313.87,-963.05,564.04,1477.36,125.12,0.0,110.4,43.8,4.95,110687.89,26.11,30.0,492.03,22.11,168.73,1
(주)케이바이오컴퍼니,38530,2019,5,46,74604,  도매 및 상품 중개업 ,2000-06-09,,95.63,989.71,0.0,-84.93,191.13,29.31,339.17,4.89,102.89,0.0,0.0,0.0,0.0,115.38,-5.8,-18.4,29.09,-30.21,-279.11,-4.66,-6.21,-57.34,-16.62,-153.58,-12.49,-115.42,-26.83,-247.9,70.91,130.21,-247.43,-26.35,26.35,-0.01,3.55,0.0,-51.93,-6.56,0.0,0.0,0.0,0.0,0.0,32.23,0.0,8.64,7.92,12.04,26.55,0.0,-174.0,20.44,0.0,0.0,0.0,357.22,-1099.0,-111.72,585.67,-107.93,39.01,12.47,63.96,34.14,60.99,28.88,71.12,124.45,211.16,197.83,56.4,49.36,12.59,99.08,0.0,224.09,,44.21,246.22,239.48,97.07,6.74,0.0,-30.16,66.47,230.14,-0.89,-9.54,6.16,0.27,222.82,263.94,281.45,-5.37,-5.74,-3.82,-24.59,-1.15,0.21,0.41,0.55,0.89,0.33,13.52,26.99,0.45,0.49,5.2,70.21,,,71.82,4.9,74.52,0.38,22.82,0.2,0.0,0.01,-25252.68,-450.94,202.2,-61.09,-564.36,41.65,16.23,0.0,1302.6,-34.62,-2778.35,-2525267510.0,-223.02,0.0,0.0,0.0,-25252.68,-31437.5,2332.67,2983.23,351.94,0.0,516.99,-450.94,-34.62,-2525267510.0,-223.02,56.0,166.94,8.53,16.34,1
(주)케이에스인더스트리,101000,2018,5,29,32902,  기타 기계 및 장비 제조업 ,2009-11-06,,-55.59,-75.61,0.0,0.0,-77.94,30.51,-26.54,-51.75,-27.53,0.0,0.0,0.0,0.0,-30.4,4.13,41.66,-6.22,-27.37,-187.52,-15.44,-15.89,-108.87,-46.47,-318.33,-20.08,-137.56,-96.12,-658.43,106.22,127.37,-157.82,-2.94,2.94,0.03,0.0,0.0,-107.16,273.09,3.48,0.0,0.0,1.0,0.97,5.23,0.0,2.59,15.74,5.67,29.96,0.0,-160.84,23.05,0.0,0.0,0.0,1643.9,-50181.0,-127.59,622.91,-450.01,60.58,15.39,153.65,51.26,39.42,36.19,63.81,129.96,108.94,82.27,116.31,98.41,4.69,38.03,109.73,64.02,,59.41,176.31,143.91,50.91,32.4,138.07,8.49,22.29,61.58,-7.37,-62.09,8.34,0.3,56.68,115.57,103.92,7.7,22.04,4.91,5.2,-9.33,0.58,0.73,1.7,3.51,0.88,10.85,33.63,1.76,2.22,8.58,42.55,,,19.29,15.38,23.73,0.87,1.0,0.61,0.08,0.03,-110823.31,-1273.83,756.46,-207.08,-1418.49,76.9,283.52,68.6,801.45,-158.94,-449.29,-1856.81,-168.39,0.0,0.0,0.0,-110823.31,-121878.42,6690.64,1931.88,0.0,0.0,1869.15,-1273.83,-158.94,-1856.81,-168.39,87.0,223.82,58.45,28.06,1
(주)케이지모빌리언스,46440,2014,5,58,105802,  출판업 ,2004-12-14,,22.94,7.67,0.0,0.0,-1.24,31.61,0.0,8.3,25.05,23.75,8.17,8.71,-0.22,19.69,4.49,-21.66,37.49,16.99,10.09,8.95,8.91,5.29,21.19,12.59,10.4,6.18,269.25,159.91,62.51,83.01,-3.59,-1.33,1.33,0.0,0.0,25.23,5.99,86.66,5.69,1.48,0.11,1.53,1.27,8.1,41.26,1.21,2.56,3.58,1224.21,0.0,55.78,93.07,29.46,2.25,18.57,7865.13,811.0,-2010.57,6208.21,1335.94,78.79,0.0,371.37,78.79,21.21,39.63,60.37,1311.04,53.53,45.75,146.91,146.91,0.64,0.0,0.0,2270.53,,0.0,152.35,135.33,87.76,17.02,26.8,25.16,26.19,66.08,12.05,11.06,37.0,12.24,145.8,44.9,183.68,-2.77,-6.39,-1.67,-3.52,12.75,0.52,0.61,1.25,15.85,0.9,105.97,3.44,0.69,0.69,0.0,0.0,,,0.0,5.8,62.95,2.23,7.0,0.42,0.0,0.02,31020.64,204.08,976.14,165.8,98.47,48.34,144.67,6.48,2053.01,9.94,141.06,3151.47,20.91,23.69,76.31,48.25,31020.64,19876.73,7348.01,1976.67,137.03,141.5,1633.27,204.08,9.94,3151.47,20.91,152.0,0.0,0.0,0.0,0
(주)케이지모빌리언스,46440,2015,5,58,105802,  출판업 ,2004-12-14,,23.65,4.19,0.0,0.0,-2.36,30.66,0.0,12.2,16.53,0.34,-47.43,-50.3,-26.58,-10.53,30.24,2.1,34.21,14.63,4.55,7.29,7.25,2.25,19.27,6.0,8.14,2.53,255.59,79.53,65.79,85.37,-8.37,-4.75,0.23,0.05,0.0,28.29,2.37,87.63,4.42,1.31,0.11,0.26,1.48,10.23,38.02,0.18,0.59,0.62,1352.87,100.0,53.11,100.9,28.69,2.14,37.75,8347.77,402.0,-790.44,6348.73,1220.97,83.25,0.0,496.96,83.25,16.75,35.96,64.04,1339.85,46.59,38.51,147.35,147.35,0.66,0.0,0.0,5818.59,,0.0,178.1,157.11,89.15,20.99,28.21,26.75,23.88,66.4,46.59,28.09,36.31,13.53,164.0,37.84,201.58,-10.99,-29.47,-7.04,-15.7,63.38,0.5,0.56,1.32,17.47,0.79,186.39,1.96,0.61,0.61,0.0,0.0,,,0.0,5.62,64.91,2.64,7.7,0.36,0.0,0.02,20377.24,149.83,1271.28,185.94,57.86,49.36,168.47,21.34,2837.26,5.28,88.94,701.98,11.79,32.94,67.06,38.62,20377.24,10809.2,6712.72,399.02,141.18,164.84,2242.85,149.83,5.28,701.98,11.79,136.0,0.0,0.0,0.0,0
(주)케이지이니시스,35600,2012,5,58,105802,  출판업 ,2002-11-22,,15.58,-19.44,0.0,0.0,78.01,-10.44,0.0,23.96,21.85,3.44,87.92,98.61,21.82,11.49,9.29,-0.78,21.44,7.06,10.39,9.39,7.03,10.34,12.06,17.73,10.69,15.72,121.89,179.27,78.56,92.94,6.08,2.36,-2.36,0.0,1.92,20.96,7.99,87.69,5.68,0.0,0.0,-2.53,0.49,14.46,107.61,-5.65,0.0,0.0,1040.16,0.0,0.0,98.67,0.0,0.0,0.0,8627.76,918.0,787.83,5462.7,609.46,54.69,0.01,120.72,54.69,45.31,60.2,39.8,1119.04,75.26,74.23,140.38,140.37,71.8,189872.67,0.02,397.77,,47733.7,66.11,64.72,0.0,1.39,5.31,15.73,0.0,0.0,999999999.0,999999999.0,55.96,10.4,62.35,38.11,62.81,3.13,0.0,1.25,1.34,0.0,1.0,1.51,1.71,17.26,2.39,128.06,2.85,1.6,1.6,61127.17,0.01,,,0.0,22.67,16.1,2.62,37.86,0.96,0.0,0.08,36324.31,187.24,1131.09,79.9,117.51,60.14,26.66,3.63,1218.43,15.37,702.37,5154.64,16.55,32.12,67.88,62.76,36324.31,28843.4,11666.88,-5188.97,0.0,0.0,1003.01,187.24,15.37,5154.64,16.55,194.0,189859.44,61122.91,0.0,0
(주)타이거일렉,219130,2018,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2015-09-25,,4.47,15.32,0.0,0.0,15.11,-5.43,10.86,5.77,0.9,-49.63,-42.37,-41.4,-4.24,0.0,0.9,10.16,15.63,7.0,6.44,5.36,5.14,4.73,5.8,5.34,5.49,5.05,74.78,68.79,84.37,93.0,0.88,0.9,-0.3,0.61,0.07,18.25,4.51,92.21,30.67,0.0,0.0,-0.32,8.05,13.42,73.45,-1.9,0.0,0.0,1225.24,0.0,63.43,92.45,0.0,0.0,0.0,5344.44,344.0,662.22,6541.4,373.88,46.91,27.82,88.35,33.86,53.09,89.15,10.85,1325.24,59.55,57.03,678.93,490.07,259.54,115.5,32.62,768.83,,15.02,12.17,7.75,0.0,4.42,9.85,40.0,0.0,0.0,999999999.0,999999999.0,82.42,12.25,67.11,68.99,132.83,96.36,0.0,10.45,14.54,0.0,0.73,0.78,0.83,10.69,6.45,37.69,9.69,1.49,2.01,5.79,62.99,,,56.65,4.51,80.96,1.45,1.59,1.3,0.0,0.01,14927.75,82.93,187.48,13.12,12.07,53.6,0.0,0.0,0.0,31.81,67.39,99.43,44.24,64.63,35.37,14.55,14927.75,2656.63,9648.05,-99.59,191.41,0.0,2531.26,82.93,31.81,99.43,44.24,180.0,192.22,9.8,18.9,1
