회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율(IFRS),유형자산증가율(IFRS),비유동생물자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),부가가치(IFRS)(백만원).1,법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원).1,총자본투자효율(IFRS).1,기계투자효율(IFRS).1,부가가치율(IFRS).1,종업원수(IFRS),label
(주)엠젠솔루션,32790,2014,5,46,32602,  도매 및 상품 중개업 ,1997-06-26,,-24.37,-9.39,0.0,0.0,-29.77,-21.42,126.02,-31.65,-18.43,0.0,0.0,0.0,,,,,12.11,-0.76,-9.79,-0.46,-1.54,-19.86,-4.79,-56.48,-1.67,-21.5,-4.95,-58.38,87.89,100.76,-5.09,-0.35,0.35,0.01,0.0,0.0,-19.15,105.77,9.52,0.0,0.0,0.33,3.07,25.59,122.42,1.05,6.73,6.09,146.1,,,141.08,,,,1867.64,-179.0,11.28,,-14.18,67.15,10.32,204.45,60.23,32.85,29.2,70.8,236.5,112.47,102.71,98.72,88.54,14.12,371.91,0.0,88.38,707.55,420.82,242.42,232.92,0.0,9.5,0.0,-0.87,30.9,105.81,-0.86,-15.66,17.6,1.37,32.41,16.91,39.3,3.83,8.78,2.71,1.15,-2.16,2.03,2.2,6.31,6.51,2.99,6.94,52.61,3.09,3.3,47.13,7.75,126.0,106.39,257.51,7.25,50.35,5.91,17.41,1.57,0.02,0.18,4833.04,,,,,,,,,15.55,120.96,136.02,6.6,154.61,-54.61,-148.28,4833.04,-4280.3,7472.28,256.88,0.0,0.0,2408.9,,15.55,136.02,6.6,,1
(주)엠젠솔루션,32790,2014,5,46,32602,  도매 및 상품 중개업 ,1997-06-26,,-24.37,-9.39,0.0,0.0,-29.77,-21.42,126.02,-31.65,-18.43,0.0,0.0,0.0,,,,,12.11,-0.76,-9.79,-0.46,-1.54,-19.86,-4.79,-56.48,-1.67,-21.5,-4.95,-58.38,87.89,100.76,-5.09,-0.35,0.35,0.01,0.0,0.0,-19.15,105.77,9.52,0.0,0.0,0.33,3.07,25.59,122.42,1.05,6.73,6.09,146.1,,,141.08,,,,1867.64,-179.0,11.28,,-14.18,67.15,10.32,204.45,60.23,32.85,29.2,70.8,236.5,112.47,102.71,98.72,88.54,14.12,371.91,0.0,88.38,707.55,420.82,242.42,232.92,0.0,9.5,0.0,-0.87,30.9,105.81,-0.86,-15.66,17.6,1.37,32.41,16.91,39.3,3.83,8.78,2.71,1.15,-2.16,2.03,2.2,6.31,6.51,2.99,6.94,52.61,3.09,3.3,47.13,7.75,126.0,106.39,257.51,7.25,50.35,5.91,17.41,1.57,0.02,0.18,4833.04,,,,,,,,,15.55,120.96,136.02,6.6,154.61,-54.61,-148.28,4833.04,-4280.3,7472.28,256.88,0.0,0.0,2408.9,,15.55,136.02,6.6,,0
(주)엠젠솔루션,32790,2015,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,-12.29,-10.49,0.0,0.0,-35.45,-0.96,-6.97,-8.82,-15.65,0.0,0.0,0.0,,,,,9.02,-4.48,-16.15,-8.78,-9.47,-34.18,-31.28,-102.44,-10.24,-36.96,-59.81,-199.93,90.98,104.48,-10.84,-0.73,0.73,0.24,0.03,0.0,-32.63,115.04,13.25,0.0,0.0,0.63,1.81,20.82,274.21,2.23,11.82,8.64,71.07,,,140.98,,,,6985.58,-1062.0,-392.24,,-312.7,75.83,9.69,313.69,68.48,24.17,31.51,68.49,163.78,76.71,71.03,114.94,103.8,59.37,282.6,74.55,89.28,474.8,316.54,217.36,209.36,0.0,7.99,25.55,9.86,20.29,64.38,-4.23,-19.89,13.65,0.71,33.65,13.61,40.82,-8.1,-27.34,-5.55,-2.45,-6.1,2.12,2.29,6.99,13.36,3.04,8.02,45.54,2.97,3.3,29.7,12.29,53.12,98.25,214.41,9.03,40.41,7.35,16.3,1.53,0.03,0.14,1552.98,,,,,,,,,5.7,59.14,73.65,2.52,617.16,-517.16,-641.99,1552.98,-9457.24,9584.33,452.61,0.0,0.0,1309.42,,5.7,73.65,2.52,,1
(주)엠젠솔루션,32790,2015,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,-12.29,-10.49,0.0,0.0,-35.45,-0.96,-6.97,-8.82,-15.65,0.0,0.0,0.0,,,,,9.02,-4.48,-16.15,-8.78,-9.47,-34.18,-31.28,-102.44,-10.24,-36.96,-59.81,-199.93,90.98,104.48,-10.84,-0.73,0.73,0.24,0.03,0.0,-32.63,115.04,13.25,0.0,0.0,0.63,1.81,20.82,274.21,2.23,11.82,8.64,71.07,,,140.98,,,,6985.58,-1062.0,-392.24,,-312.7,75.83,9.69,313.69,68.48,24.17,31.51,68.49,163.78,76.71,71.03,114.94,103.8,59.37,282.6,74.55,89.28,474.8,316.54,217.36,209.36,0.0,7.99,25.55,9.86,20.29,64.38,-4.23,-19.89,13.65,0.71,33.65,13.61,40.82,-8.1,-27.34,-5.55,-2.45,-6.1,2.12,2.29,6.99,13.36,3.04,8.02,45.54,2.97,3.3,29.7,12.29,53.12,98.25,214.41,9.03,40.41,7.35,16.3,1.53,0.03,0.14,1552.98,,,,,,,,,5.7,59.14,73.65,2.52,617.16,-517.16,-641.99,1552.98,-9457.24,9584.33,452.61,0.0,0.0,1309.42,,5.7,73.65,2.52,,0
(주)엠젠솔루션,32790,2016,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,7.97,267.32,0.0,0.0,116.34,-26.58,-36.87,33.62,-16.9,0.0,0.0,0.0,,,,,8.32,-2.49,-11.55,-4.26,-4.5,-20.9,-12.72,-58.92,-4.69,-21.77,-22.72,-105.39,91.68,102.49,-2.29,-2.5,1.43,0.23,0.0,0.0,-18.32,104.67,15.28,0.0,0.0,1.33,2.54,25.21,135.61,4.0,14.66,14.56,92.08,,,96.72,,,,4286.74,-539.0,-142.06,,-106.64,51.57,8.33,106.46,47.27,48.43,38.99,61.01,192.08,124.21,115.58,88.76,81.37,41.28,402.5,0.0,93.85,1652.55,428.86,156.45,148.98,0.0,7.47,0.0,-6.53,18.54,47.54,-1.6,-2.35,18.67,0.92,34.94,20.32,56.95,-14.38,-47.34,-8.78,-5.04,-1.74,1.81,1.89,5.11,9.13,2.8,8.72,41.86,2.86,3.15,31.39,11.63,68.38,88.12,170.07,9.54,38.25,4.92,6.14,1.45,0.03,0.12,8450.88,,,,,,,,,28.71,64.33,217.54,16.48,99.26,0.74,-70.1,8450.88,-2450.06,8388.38,731.79,0.0,0.0,1394.91,,28.71,217.54,16.48,,0
(주)엠젠솔루션,32790,2017,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,22.28,2.65,0.0,0.0,18.73,25.62,305.46,96.12,3.23,0.0,0.0,0.0,,,,,7.71,-0.32,-4.22,-0.38,-0.52,-6.84,-1.0,-13.14,-0.54,-7.14,-2.58,-34.1,92.29,100.32,-3.39,-0.77,0.35,-1.0,0.02,0.0,-6.27,103.62,15.4,0.0,0.0,0.33,2.64,20.05,132.14,1.18,4.73,4.47,215.94,,,87.2,,,,3860.09,-164.0,-492.79,,-12.36,52.97,26.89,112.64,38.73,47.03,62.62,37.38,315.94,75.1,73.57,146.83,107.35,27.72,142.85,84.31,116.94,337.63,122.16,59.69,57.61,0.0,2.08,7.72,16.9,13.56,21.66,-0.73,-9.61,42.8,2.16,32.33,29.44,63.19,-31.44,-86.65,-11.75,-7.99,-0.92,1.62,1.69,3.11,8.07,3.37,9.06,40.28,3.09,3.8,16.57,22.03,42.75,32.72,156.22,8.53,42.79,3.4,3.98,1.65,0.06,0.04,8112.41,,,,,,,,,22.54,63.44,247.83,15.32,106.69,-6.69,-27.57,8112.41,-1964.28,8654.8,185.15,0.0,0.0,1482.67,,22.54,247.83,15.32,,1
(주)오리엔탈정공,14940,2015,5,29,33101,  기타 기계 및 장비 제조업 ,2001-12-26,,7.07,-5.88,0.0,0.0,-8.35,46.36,1.56,33.39,9.18,0.0,0.0,0.0,,,,,5.39,-2.61,-0.99,-2.46,-2.48,-0.94,-17.17,-6.48,-2.53,-0.96,-8.44,-3.19,94.61,102.61,-1.51,-4.16,3.53,-0.03,0.02,0.0,2.42,103.93,14.64,0.0,0.0,3.24,2.17,10.47,147.35,3.92,7.24,7.1,60.28,,,37.82,,,,2206.7,-49.0,25.07,,-57.66,38.54,26.2,62.71,28.44,61.46,15.97,84.03,153.36,384.82,253.9,50.85,37.53,5.98,130.77,0.0,64.21,0.0,203.65,526.14,474.58,0.0,51.56,0.0,-37.25,45.0,281.77,-0.74,-0.17,6.28,0.6,35.34,70.01,107.74,-1.38,-2.58,-1.16,-1.27,-0.74,0.95,0.97,6.57,3.23,1.11,5.17,70.57,2.83,4.09,9.16,39.85,0.0,45.28,11.55,8.32,43.89,1.43,1.49,1.1,0.08,0.08,31667.79,,,,,,,,,16.27,27.32,1325.05,17.72,90.05,9.95,-5.57,31667.79,-7370.82,28516.65,6315.39,0.0,0.0,4229.84,,16.27,1325.05,17.72,,0
(주)와이오엠,66430,2014,5,46,74607,  도매 및 상품 중개업 ,2002-12-24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.96,-30.43,55.25,-4.59,-4.59,8.33,-13.77,25.0,-7.25,13.17,-16.46,29.88,97.04,130.43,85.69,-0.17,0.17,0.0,0.0,0.0,8.35,73.01,9.08,0.0,0.0,0.11,0.46,4.18,0.0,0.04,0.08,0.08,33.71,,,28.2,,,,270.4,151.0,121.76,,-82.29,46.72,19.95,87.69,37.4,53.28,33.31,66.69,119.52,159.93,121.35,83.29,66.67,0.93,211.3,0.0,89.31,211.3,236.58,200.17,168.37,73.64,31.8,0.0,-9.37,32.17,96.56,-175.5,324.07,9.4,0.34,309.94,353.46,419.6,10.18,21.1,6.79,45.03,-177.94,0.15,0.24,0.45,0.54,0.23,0.68,534.05,0.32,0.4,1.62,225.74,1.62,0.0,0.0,0.77,476.98,0.28,0.46,0.15,0.59,0.01,2485.38,,,,,,,,,10.73,461.3,520.06,71.2,19.06,80.94,77.6,2485.38,1928.73,473.77,5.97,53.16,0.0,23.75,,10.73,520.06,71.2,,1
(주)와이오엠,66430,2015,5,46,147509,  도매 및 상품 중개업 ,2002-12-24,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,50.82,-33.73,-100.73,-8.48,-8.83,-26.36,-15.91,-48.79,-9.46,-28.25,-17.36,-51.84,49.18,133.73,-56.28,-5.91,5.8,0.0,10.03,0.0,-24.85,187.53,6.57,0.0,0.0,3.01,3.73,12.94,27.41,3.41,6.29,6.29,13.25,,,11.71,,,,374.92,-377.0,-155.26,,-126.47,50.39,12.45,101.57,44.12,49.61,55.49,44.51,106.24,89.4,79.45,134.17,117.47,4.25,123.93,48.88,115.36,206.81,107.43,80.2,67.68,78.11,12.53,54.16,12.83,29.64,53.41,-4.74,-14.52,8.2,0.16,192.54,189.56,356.59,-24.35,-36.56,-10.84,-41.41,-5.82,0.26,0.28,0.47,0.51,0.59,3.88,94.0,0.52,0.59,4.17,87.49,6.96,10.41,0.0,3.37,108.43,0.53,9.8,0.3,0.27,0.01,-4187.97,,,,,,,,,-16.3,-610.02,-878.2,-62.27,0.0,0.0,0.0,-4187.97,-6053.77,851.8,389.99,153.74,0.0,483.19,,-16.3,-878.2,-62.27,,1
(주)와이오엠,66430,2016,5,46,147509,  도매 및 상품 중개업 ,2002-12-24,,-42.63,135.84,0.0,0.0,-79.94,-5.89,-68.13,-33.54,116.78,0.0,0.0,0.0,,,,,9.0,3.44,-72.78,2.55,2.48,-52.47,4.27,-91.82,2.64,-55.79,3.49,-73.79,91.0,96.56,5.09,-0.42,0.4,-0.01,0.01,-16.71,-52.19,91.98,1.77,0.0,0.0,0.41,0.27,1.4,130.4,0.69,2.37,1.36,-35.35,,,-62.69,,,,489.33,-360.0,51.89,,16.83,82.66,4.22,476.54,79.17,17.34,62.59,37.41,58.82,27.71,27.65,221.75,212.4,5.81,744.81,7.68,310.69,752.6,239.72,59.77,59.55,0.0,0.21,0.3,45.38,20.78,33.2,6.91,22.38,-37.62,-0.35,86.2,52.49,96.41,-11.23,-20.23,-4.2,-4.25,8.62,0.72,0.77,1.24,1.01,1.72,9.84,37.1,1.16,1.27,13.72,26.61,19.77,44.77,0.0,5.01,72.91,1.91,12.65,0.72,0.11,0.02,1708.93,,,,,,,,,11.59,105.55,565.12,11.72,14.76,85.24,-620.89,1708.93,1243.83,252.31,58.18,12.0,0.0,37.85,,11.59,565.12,11.72,,0
(주)우리기술,32820,2015,5,28,32801,  전기장비 제조업 ,2000-06-22,,-15.38,-19.23,0.0,0.0,-22.62,4.84,-27.74,-26.95,52.16,0.0,0.0,0.0,,,,,26.75,6.72,-26.8,3.16,3.04,-12.11,9.05,-32.74,3.13,-12.5,7.46,-28.49,73.25,93.28,-33.51,-5.0,5.0,-0.03,0.13,0.0,-9.85,125.37,17.19,0.0,1.02,3.78,5.34,6.58,26.33,3.4,5.06,4.71,-31.61,,,-78.31,,,,517.08,-145.0,12.43,,34.73,32.7,10.71,48.58,29.19,67.3,32.6,67.4,68.38,206.42,114.54,79.28,70.79,13.5,254.17,0.0,291.87,2050106.72,87.08,206.71,126.49,70.8,80.21,0.0,-8.55,51.35,157.49,1.27,-4.36,-15.07,-0.32,64.78,156.44,197.68,-3.89,-5.11,-2.62,-5.32,1.34,0.45,0.47,1.35,1.11,0.68,20.03,18.23,1.54,1.78,11.81,30.91,170.33,51.81,18.21,6.8,53.67,0.64,0.79,0.61,0.0,0.02,4040.12,,,,,,,,,5.01,8.99,3187.38,10.17,223.93,-123.93,-263.59,4040.12,-10649.36,9047.18,1988.28,384.9,537.85,2812.65,,5.01,3187.38,10.17,,1
(주)우리기술,32820,2016,5,28,32801,  전기장비 제조업 ,2000-06-22,,2.16,-77.76,0.0,0.0,0.18,6.23,-62.67,17.74,-20.85,43.98,0.0,0.0,,,,,38.5,12.22,15.85,5.17,4.72,6.12,13.43,17.43,6.22,8.07,10.0,12.98,61.5,87.78,3.64,-11.54,4.13,-0.37,0.15,7.96,7.72,86.85,17.3,0.0,1.31,3.94,6.31,8.26,21.72,2.46,4.32,4.17,-19.48,,,-51.94,,,,409.27,65.0,53.65,,50.0,34.0,3.76,51.52,32.72,66.0,37.58,62.42,80.51,175.64,131.23,68.4,65.83,17.35,837.54,0.0,449.49,11685.69,186.33,166.12,132.28,96.4,33.84,0.0,-15.71,46.89,124.79,2.3,4.84,-9.09,-0.19,86.39,172.59,143.24,4.94,6.58,3.08,8.07,2.96,0.39,0.51,1.1,0.82,0.6,14.23,25.66,1.16,1.25,16.23,22.49,829.08,40.97,33.11,3.93,92.84,0.58,1.14,0.49,0.17,0.01,14542.43,,,,,,,,,17.66,145.44,12247.6,46.23,39.19,60.81,34.29,14542.43,4986.48,5698.83,1298.7,49.57,431.31,2077.54,,17.66,12247.6,46.23,,1
(주)위너지스,26260,2015,4,46,74608,  도매 및 상품 중개업 ,1996-09-24,2018/10/11,91.18,204.4,0.0,-19.93,94.88,88.7,16282.8,-18.32,258.28,0.0,0.0,0.0,,,,,42.09,-19.2,-88.72,-14.05,-14.42,-66.64,-29.58,-107.65,-17.84,-82.43,-40.2,-145.63,57.91,119.2,-69.53,-3.65,3.65,-0.26,2.76,0.0,-63.9,186.64,8.97,0.0,0.0,1.91,5.12,35.16,9.72,5.35,4.73,9.01,14.35,,,7.77,,,,1005.19,0.0,-578.38,,-192.99,59.03,16.73,144.09,49.15,40.97,31.66,68.34,114.25,129.39,55.84,221.62,184.54,20.11,255.54,30.49,497.26,564.83,51.39,215.83,84.13,25.23,131.71,128.73,32.39,50.04,158.04,-4.64,-23.32,2.61,0.09,78.95,54.19,149.79,-33.67,-45.98,-23.01,-40.22,-5.26,0.75,0.93,1.54,2.09,1.47,14.61,24.99,1.27,1.42,11.51,31.7,25.26,138.4,24.97,3.94,92.7,1.85,8.23,0.92,1.18,0.01,-13958.52,,,,,,,,,-33.26,-318.03,-629.84,-58.15,0.0,0.0,0.0,-13958.52,-21298.75,4114.09,875.62,0.0,0.0,2350.52,,-33.26,-629.84,-58.15,,1
(주)위너지스,26260,2016,4,46,74608,  도매 및 상품 중개업 ,1996-09-24,2018/10/11,-6.7,-45.25,0.0,0.0,24.86,-28.6,-66.3,-87.53,27.58,0.0,0.0,0.0,,,,,62.58,-43.0,-161.61,-32.33,-32.47,-122.02,-170.73,-610.96,-36.82,-138.38,-87.96,-320.01,37.42,143.0,-118.83,6.21,10.19,0.01,2.33,0.0,-114.32,213.62,6.22,3.77,0.0,3.35,1.35,13.62,0.0,9.5,12.89,13.92,-90.13,,,-856.18,,,,1129.14,-1712.0,-591.86,,-485.54,45.17,7.9,82.4,41.61,54.83,5.46,94.54,9.8,1003.58,92.87,110.27,101.56,5.0,134.88,84.8,119.47,134.88,112.89,1730.48,749.9,23.16,980.58,1273.51,4.21,62.99,1153.0,-4.14,-14.87,-39.81,-0.88,69.33,63.12,116.17,-40.34,-60.55,-38.14,-48.76,-4.22,0.76,0.86,3.97,2.05,0.93,16.52,22.09,1.44,1.66,11.05,33.02,18.72,176.56,31.85,4.91,74.35,1.58,9.02,0.88,0.0,0.01,-37455.3,,,,,,,,,-95.66,-1558.82,-1890.74,-122.3,0.0,0.0,0.0,-37455.3,-49561.07,5794.36,3122.05,1852.99,0.0,1260.23,,-95.66,-1890.74,-122.3,,1
(주)위니아,71460,2016,6,28,32805,  전기장비 제조업 ,2016-07-14,,37.29,18.39,0.0,0.0,24.33,48.62,143.65,74.22,2.5,-59.44,-86.2,-84.17,,,,,26.35,1.49,0.37,2.76,2.67,0.65,9.43,2.32,2.74,0.67,63.94,15.7,73.65,98.51,-1.1,-0.52,0.54,0.02,5.7,5.39,1.62,99.61,13.77,0.97,0.0,0.54,3.54,21.57,0.0,1.34,7.36,10.35,642.82,,,86.05,,,,21547.82,79.0,-1135.35,,321.52,57.75,51.28,136.71,28.14,42.25,31.06,68.94,742.82,136.01,96.13,103.04,50.2,3.93,77.71,1739.99,81.77,87.94,95.03,221.96,180.47,83.63,41.49,757.14,1.7,12.36,39.78,2.53,1.72,26.88,6.43,31.27,24.67,63.05,-1.15,-6.4,-0.79,-0.51,2.77,1.79,1.83,6.32,42.85,2.49,6.36,57.42,3.2,5.63,7.4,49.35,8.79,65.98,203.06,6.56,55.63,4.05,4.88,1.59,0.13,0.02,92709.06,,,,,,,,,32.15,94.66,2900.27,20.82,66.27,33.73,1.76,92709.06,1724.83,61441.18,2401.8,11329.19,0.0,15812.06,,32.15,2900.27,20.82,,1
(주)위니아,71460,2017,6,28,32805,  전기장비 제조업 ,2016-07-14,,18.86,36.94,0.0,0.0,33.64,8.05,16.09,1.7,11.12,1.1,36.65,125.63,,,,,27.29,1.36,0.45,2.23,2.13,0.71,7.44,2.47,2.2,0.73,44.73,14.85,72.71,98.64,-0.97,-0.74,0.7,0.12,4.6,-17.12,1.81,99.62,11.82,0.59,0.0,0.7,3.4,18.6,0.0,1.54,5.19,6.96,417.73,,,82.23,,,,13760.49,62.0,630.24,,186.81,52.5,55.09,110.54,23.58,47.5,26.58,73.42,506.45,178.72,101.12,99.0,44.46,3.67,61.56,0.0,66.82,68.74,92.14,276.28,199.54,46.16,76.74,0.0,-0.53,21.23,79.89,1.78,1.55,21.92,4.18,35.0,28.75,66.57,-0.16,-0.55,-0.12,-0.08,1.94,1.57,1.62,5.48,32.95,2.2,5.74,63.6,2.86,6.11,5.36,68.04,6.03,71.21,245.82,7.77,46.97,3.48,4.22,1.43,0.14,0.02,94228.5,,,,,,,,,27.5,69.89,1077.46,19.04,62.42,37.58,2.37,94228.5,1904.07,58815.75,3465.23,13108.85,0.0,16934.61,,27.5,1077.46,19.04,,1
(주)위닉스,44340,2014,5,28,32805,  전기장비 제조업 ,2000-10-24,,85.73,74.61,0.0,0.0,187.25,43.72,155.9,61.74,2.08,-52.8,-61.36,-65.77,,,,,20.07,3.69,2.22,4.58,4.52,2.71,9.57,5.75,4.58,2.75,132.92,79.86,79.93,96.31,-0.73,-0.81,1.18,-0.02,5.82,25.11,4.15,97.09,8.79,0.0,0.0,1.19,2.63,15.12,104.32,2.73,2.62,4.27,1624.92,,,106.46,,,,18387.39,430.0,-4234.09,,678.2,54.74,68.88,120.92,17.03,45.26,44.89,55.11,1533.47,100.83,82.55,121.18,37.71,9.81,27.41,394.13,161.56,31.52,16.97,122.76,100.62,80.79,22.14,103.91,9.57,44.06,98.15,3.01,3.52,47.57,16.25,49.27,32.39,105.09,-15.54,-19.44,-8.57,-9.09,3.14,1.22,1.24,2.59,36.04,2.32,9.82,37.19,2.03,4.66,3.59,101.59,4.57,23.3,210.78,8.61,42.37,3.09,4.86,1.15,0.42,0.01,41551.39,,,,,,,,,14.87,60.3,382.11,15.79,54.91,45.09,14.04,41551.39,7788.89,22817.68,3095.5,0.0,0.0,6819.14,,14.87,382.11,15.79,,0
(주)위닉스,44340,2015,5,28,32805,  전기장비 제조업 ,2000-10-24,,-15.22,-4.21,0.0,0.0,-6.27,-22.63,-28.42,-15.99,-24.96,0.0,0.0,-448.48,,,,,18.12,-5.45,-8.66,-4.13,-4.17,-6.63,-9.32,-14.82,-4.21,-6.69,-131.48,-209.14,81.88,105.45,-3.67,-2.19,1.96,-0.37,2.14,0.0,-5.13,108.92,12.67,0.0,0.0,1.76,3.95,17.29,122.24,2.72,3.76,3.47,1379.79,,,108.01,,,,12073.36,-1118.0,1990.81,,-657.4,49.96,63.72,99.82,18.12,50.04,44.49,55.51,1288.33,112.49,88.43,115.09,41.75,16.14,31.31,486.11,145.86,37.98,21.46,124.79,97.57,77.15,27.21,184.87,6.55,44.48,99.98,-2.71,-3.64,47.64,13.8,68.67,62.03,118.82,-10.66,-13.31,-5.92,-7.1,-2.77,0.77,0.77,1.71,24.15,1.38,11.6,31.47,1.46,4.36,2.19,167.02,2.57,15.67,327.91,7.53,48.5,1.61,2.93,0.79,0.0,0.01,22323.84,,,,,,,,,9.42,33.82,230.34,11.3,124.69,-24.69,-76.63,22323.84,-17998.64,27835.97,3875.45,0.0,0.0,8679.05,,9.42,230.34,11.3,,0
(주)위닉스,44340,2016,5,28,32805,  전기장비 제조업 ,2000-10-24,,-13.31,-5.43,0.0,0.0,-7.7,-18.94,-23.96,-13.05,7.92,0.0,0.0,0.0,,,,,20.32,1.17,-6.51,1.16,1.13,-6.28,2.54,-14.1,1.14,-6.35,30.55,-169.75,79.68,98.83,-4.42,-1.64,1.67,0.03,0.92,0.0,-4.67,103.2,13.24,0.0,0.0,1.6,3.87,17.96,150.92,2.91,4.51,3.91,1211.6,,,109.37,,,,13029.97,-908.0,1588.48,,152.74,46.72,59.77,87.67,18.79,53.28,44.62,55.38,1120.15,119.42,112.88,88.49,35.6,10.5,42.85,0.0,135.06,51.91,31.73,124.11,118.32,0.0,5.79,0.0,-6.08,39.29,88.05,0.69,-0.94,48.26,12.12,50.26,53.47,95.18,25.75,36.29,14.26,13.73,0.7,0.96,0.97,2.16,26.06,1.74,12.4,29.43,1.99,5.23,3.21,113.65,3.89,20.82,275.0,8.85,41.25,1.87,3.32,1.0,0.0,0.01,34679.29,,,,,,,,,16.89,55.56,393.91,16.27,85.08,14.92,-40.04,34679.29,-6916.33,29505.63,3566.4,0.0,0.0,8629.01,,16.89,393.91,16.27,,0
