회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율(IFRS),유형자산증가율(IFRS),비유동생물자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),부가가치(IFRS)(백만원).1,법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원).1,총자본투자효율(IFRS).1,기계투자효율(IFRS).1,부가가치율(IFRS).1,종업원수(IFRS),label
(주)셀트리온,68270,2020,1,21,32101,  의료용 물질 및 의약품 제조업 ,2018-02-09,,30.07,2.46,0.0,0.0,20.68,40.97,25.31,19.84,63.86,88.34,72.0,77.25,,,,,55.58,38.86,28.43,16.32,16.18,11.84,22.81,17.07,16.74,12.25,545.75,393.23,44.42,61.14,-3.32,-1.52,0.08,-1.23,0.28,20.71,11.88,65.59,19.41,1.12,0.47,0.12,13.88,9.03,19.5,0.12,0.97,1.18,2492.27,,,99.86,,,,13708.51,3873.0,2600.28,,5327.21,50.13,15.27,100.51,42.47,49.87,68.28,31.72,2450.17,73.04,63.17,238.13,201.76,64.75,325.87,26.33,3687.57,709.56,8.84,46.46,30.83,73.79,15.63,36.7,29.08,15.43,22.59,95.77,428.33,69.41,25.81,116.32,123.79,263.2,25.89,53.25,8.21,22.3,467.27,0.42,0.43,0.59,14.04,1.43,48.24,7.57,0.86,1.02,5.35,68.2,10.36,13.32,106.31,1.79,203.98,0.81,1.98,0.61,0.0,0.0,1081530.12,,,,,,,,,21.54,119.98,365.66,58.49,22.49,77.51,48.61,1081530.12,657152.02,243184.58,1537.81,0.0,5846.31,173849.8,,21.54,365.66,58.49,,1
(주)신흥,4080,2014,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,-4.52,-3.5,0.0,-5.14,-3.79,-5.5,-10.41,6.88,0.5,124.54,384.99,225.13,,,,,27.47,4.9,5.39,4.98,4.81,5.3,7.56,8.42,6.66,7.33,90.34,100.15,72.53,95.1,1.87,-0.35,0.68,0.33,3.63,20.36,5.97,93.46,14.83,0.0,0.0,0.71,2.57,10.02,0.0,1.84,6.24,4.72,1140.27,,,93.16,,,,12935.42,708.0,1131.29,,633.64,42.45,58.09,73.77,17.79,57.55,67.2,32.8,1228.76,85.64,77.32,165.98,69.57,0.44,65.16,146.12,216.08,87.42,30.16,48.82,38.06,94.02,10.75,42.82,16.88,13.77,20.5,5.73,10.93,62.37,11.43,43.43,58.33,72.34,18.58,44.26,6.09,6.06,7.19,0.98,1.36,1.54,18.44,2.7,14.66,24.91,2.3,5.72,3.86,94.67,4.93,67.17,27.77,6.56,55.68,1.71,3.61,1.38,0.0,0.01,30145.31,,,,,,,,,24.42,89.47,5650.65,24.28,59.06,40.94,22.21,30145.31,8408.05,17805.21,846.54,0.0,0.0,3085.52,,24.42,5650.65,24.28,,1
(주)신흥,4080,2015,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,10.97,46.15,0.0,-10.29,16.96,2.85,-0.34,2.39,0.98,7.13,-56.19,-52.4,,,,,28.22,5.2,2.29,5.15,5.0,2.21,7.77,3.53,6.65,2.93,96.79,43.87,71.78,94.8,-1.63,-0.96,0.69,-0.19,3.87,35.73,2.87,96.47,14.37,0.0,0.0,0.7,2.36,9.16,0.0,1.86,3.4,4.37,1169.36,,,93.29,,,,13061.99,310.0,275.65,,678.84,39.35,56.28,64.87,17.2,60.65,61.94,38.06,1258.14,97.93,92.46,114.38,50.01,0.21,68.8,447.55,233.15,87.19,29.51,61.45,55.54,97.93,5.91,74.03,4.95,22.43,36.22,6.24,6.2,57.57,11.71,42.39,61.45,84.71,12.95,21.98,4.93,5.39,7.58,0.96,1.28,1.49,18.62,2.71,13.83,26.39,2.36,5.51,4.13,88.45,5.38,62.45,27.59,6.16,59.24,1.63,3.02,1.36,0.0,0.01,25784.36,,,,,,,,,18.82,52.41,8758.51,20.56,68.14,31.86,11.15,25784.36,4473.05,17570.44,860.0,0.0,0.0,2880.87,,18.82,8758.51,20.56,,1
(주)신흥,4080,2016,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,-3.99,-5.04,0.0,1.57,-3.48,-4.77,-3.67,-0.1,-0.82,-35.11,-60.9,-66.61,,,,,25.4,3.4,0.86,3.2,3.15,0.8,4.99,1.36,4.09,1.04,62.81,17.16,74.6,96.6,-1.78,-1.47,0.74,-0.26,3.22,46.71,1.48,98.4,14.16,0.0,0.0,0.74,2.25,8.9,0.0,1.85,4.11,3.59,1167.7,,,93.25,,,,12954.93,121.0,851.44,,440.53,39.03,56.93,64.01,16.81,60.97,64.38,35.62,1256.89,94.7,89.0,123.94,53.38,0.48,65.57,294.74,219.04,85.5,29.94,55.32,48.91,97.75,6.41,54.75,7.54,18.09,28.1,4.32,3.21,59.82,11.69,42.31,65.65,80.79,11.55,22.73,4.11,4.35,4.62,0.93,1.2,1.47,18.47,2.51,14.05,25.97,2.36,5.45,4.18,87.4,5.37,62.5,30.47,6.21,58.74,1.52,2.59,1.28,0.0,0.01,23336.27,,,,,,,,,17.74,49.96,4002.23,18.76,75.43,24.57,4.61,23336.27,2018.6,17602.48,915.4,0.0,0.0,2799.79,,17.74,4002.23,18.76,,1
(주)신흥,4080,2017,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,-0.2,-3.0,0.0,-4.85,-1.26,1.45,-5.25,2.06,-2.59,-4.68,174.24,168.03,,,,,25.89,3.33,2.62,3.09,3.07,2.42,4.71,3.71,4.02,3.17,59.87,47.05,74.11,96.67,0.82,-0.58,0.64,0.06,2.79,36.69,3.01,95.97,15.21,0.0,0.0,0.65,2.5,9.98,0.0,1.69,3.78,3.57,1192.88,,,93.34,,,,12619.44,332.0,265.29,,419.91,39.67,53.17,65.76,18.58,60.33,65.8,34.2,1282.73,91.68,87.57,127.52,59.72,0.45,78.09,246.37,259.15,104.0,30.13,51.98,47.28,98.18,4.7,36.1,8.56,16.22,24.65,5.01,7.48,61.19,11.93,42.68,65.78,82.69,11.94,25.18,4.08,4.42,5.21,0.92,1.21,1.42,17.99,2.64,14.18,25.75,2.34,5.21,4.26,85.73,5.61,61.39,28.78,5.94,61.44,1.52,2.63,1.31,0.0,0.01,26956.13,,,,,,,,,20.54,59.41,4984.01,22.25,67.42,32.58,11.79,26956.13,5020.45,18174.58,774.39,0.0,0.0,2986.71,,20.54,4984.01,22.25,,1
(주)신흥,4080,2018,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,1.09,10.69,0.0,-24.5,-4.02,8.86,-0.17,1.09,0.33,-72.51,-3.59,-18.96,,,,,24.23,0.91,2.51,0.87,0.84,2.31,1.28,3.52,1.06,2.93,16.46,45.36,75.77,99.09,3.24,-0.77,0.64,-0.13,2.91,39.45,2.91,96.16,14.89,0.0,0.0,0.62,2.41,9.85,0.0,1.73,4.61,4.18,1206.47,,,93.38,,,,12660.9,320.0,206.19,,115.44,42.72,48.76,74.59,21.89,57.28,65.8,34.2,1296.66,87.05,81.97,141.84,72.68,0.8,79.63,165.3,233.89,107.65,34.05,51.98,45.78,95.2,6.21,32.41,12.6,13.32,20.24,1.36,7.46,61.22,12.06,44.74,63.84,88.95,4.99,12.81,1.71,1.86,1.42,0.92,1.17,1.4,18.05,2.69,13.69,26.66,2.24,4.55,4.39,83.08,5.89,59.63,29.38,5.57,65.52,1.57,2.54,1.28,0.0,0.01,27675.99,,,,,,,,,20.86,56.58,2826.67,22.77,67.97,32.03,11.04,27675.99,5043.71,18811.48,780.36,0.0,0.0,3040.44,,20.86,2826.67,22.77,,1
(주)신흥,4080,2019,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,10.56,27.43,0.0,-0.48,17.02,1.9,13.6,0.74,1.21,170.49,-33.07,-21.39,,,,,24.99,2.44,1.66,2.18,2.15,1.46,3.42,2.33,2.61,1.78,44.52,30.36,75.01,97.56,-0.28,-0.75,0.59,-0.16,2.28,22.92,1.98,97.87,15.44,0.0,0.0,0.6,2.39,9.42,0.0,1.4,2.3,3.01,1215.79,,,93.41,,,,12813.9,214.0,94.55,,312.25,39.38,54.36,64.95,17.97,60.62,59.96,40.04,1306.3,101.11,87.01,129.84,59.26,0.77,62.33,236.55,232.5,76.93,26.81,66.79,50.58,67.89,16.21,107.38,9.05,22.82,38.05,3.89,4.65,55.8,12.16,46.52,67.04,98.55,2.46,4.31,0.98,1.17,4.12,0.88,1.07,1.4,18.27,2.36,13.8,26.45,2.15,4.44,4.17,87.6,5.36,62.96,35.63,5.92,61.69,1.49,2.15,1.24,0.0,0.01,25051.55,,,,,,,,,17.08,40.7,2893.74,20.36,74.91,25.09,8.16,25051.55,2652.08,18766.24,727.31,0.0,0.0,2905.92,,17.08,2893.74,20.36,,1
(주)씨아이테크,4920,2014,1,26,74605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1989-11-30,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,30.42,-12.9,-25.88,-4.56,-6.15,-12.34,-9.38,-19.22,-7.25,-14.55,-14.33,-28.73,69.58,112.9,-12.38,-2.56,0.1,0.0,0.46,0.0,-12.3,124.36,12.97,0.0,0.0,0.08,3.47,10.77,262.05,0.14,6.48,6.48,49.47,,,34.35,,,,656.57,-170.0,-104.83,,-84.69,34.23,10.72,52.04,30.56,65.77,65.58,34.42,149.47,100.29,93.65,115.0,102.66,29.67,179.64,82.24,300.34,242.01,59.81,52.48,45.38,0.0,7.1,104.3,4.46,25.37,38.68,-3.74,-253.89,22.65,0.53,71.76,137.9,177.83,-22.13,-30.02,-7.62,-15.97,-130.09,0.48,0.56,0.73,1.11,1.39,21.73,16.8,1.39,1.56,13.0,28.09,17.51,53.1,1000.53,7.23,50.45,0.73,1.08,0.75,0.0,0.02,-79.17,,,,,,,,,-0.28,-0.64,-73.9,-0.59,0.0,0.0,0.0,-79.17,-3403.83,2253.6,13.35,0.0,0.0,602.7,,-0.28,-73.9,-0.59,,1
(주)씨아이테크,4920,2015,1,26,74605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1989-11-30,,42.34,-2.39,0.0,0.0,33.15,60.01,17.85,57.31,58.01,0.0,0.0,0.0,,,,,33.8,4.75,5.17,4.78,2.96,3.22,4.23,4.74,3.64,3.96,6.61,7.22,66.2,95.25,0.55,0.64,-0.85,0.0,0.33,2.55,2.69,95.03,13.77,0.0,0.0,-0.83,1.85,7.57,318.08,-1.75,7.0,6.56,61.34,,,36.13,,,,583.94,37.0,-59.9,,27.76,38.47,7.9,62.53,35.44,61.53,72.89,27.11,154.24,84.41,80.02,166.47,153.32,30.86,664.46,19.78,441.83,2901.71,150.39,37.19,31.71,0.0,5.48,26.01,15.36,15.72,21.56,2.29,999999999.0,30.18,0.66,59.04,101.74,148.62,-19.89,-34.3,-5.39,-10.18,0.0,0.62,0.77,0.89,1.39,2.06,17.33,21.07,1.69,1.86,18.85,19.36,40.58,36.01,1580.92,4.27,85.56,0.98,1.73,0.99,0.17,0.01,4949.73,,,,,,,,,12.32,40.75,824.84,23.26,60.08,39.92,22.22,4949.73,1128.85,2973.65,-179.86,0.0,0.0,398.63,,12.32,824.84,23.26,,1
(주)에스제이엠,123700,2012,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,3.43,5.17,0.0,24.98,5.36,2.45,9.58,9.14,6.14,-5.41,-10.11,0.51,,,,,27.66,12.75,10.3,15.12,14.98,12.1,19.99,16.21,15.17,12.25,305.98,236.57,72.34,87.25,0.54,-0.13,0.13,-0.68,0.01,22.49,12.26,87.04,19.64,1.64,0.0,0.15,2.48,12.35,137.11,0.63,5.9,5.28,1423.55,,,99.31,,,,12003.11,1183.0,1233.87,,1529.9,65.5,43.18,189.83,37.22,34.5,77.11,22.89,1523.55,44.74,41.86,372.71,211.78,55.51,82.67,59.01,254.91,197.48,32.43,29.68,22.79,0.0,6.89,11.09,47.92,5.0,6.49,49.95,100.01,72.3,15.02,56.0,29.1,85.47,43.9,200.92,10.05,8.7,95.0,1.18,1.19,1.57,24.01,4.68,12.15,30.04,1.79,3.07,4.27,85.43,10.12,10.69,48.18,4.44,82.24,3.44,3.59,1.38,0.0,0.01,62116.07,,,,,,,,,38.32,117.89,315.93,33.16,52.84,47.16,31.05,62116.07,24883.36,32822.51,251.31,0.0,0.0,4150.83,,38.32,315.93,33.16,,1
(주)에스제이엠,123700,2013,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,0.15,-4.41,0.0,-8.43,-5.27,3.0,-14.87,3.66,-2.25,-15.87,-17.04,-40.52,,,,,24.65,10.97,9.05,12.5,12.38,10.21,15.78,12.65,12.51,10.32,257.42,196.26,75.35,89.03,1.19,0.0,-0.01,0.98,0.0,25.58,10.2,88.59,22.43,1.72,0.0,-0.01,2.94,14.71,137.77,-0.05,5.12,3.05,1479.3,,,104.59,,,,11733.0,981.0,1719.69,,1287.1,67.36,35.69,206.4,43.32,32.64,79.79,20.21,1579.3,40.91,39.57,384.55,247.31,59.31,104.34,48.23,264.45,227.76,39.46,25.33,21.96,0.0,3.38,5.41,49.85,2.12,2.66,113.92,999999999.0,74.98,15.6,58.86,29.74,87.96,70.23,669.52,14.2,12.59,0.0,1.13,1.14,1.44,23.47,5.24,12.1,30.17,1.7,2.8,4.31,84.59,9.88,11.68,41.79,4.66,78.36,3.36,3.5,1.34,0.0,0.01,66120.95,,,,,,,,,40.73,129.77,381.4,36.11,58.66,41.34,25.06,66120.95,22263.84,38783.62,-15.79,0.0,0.0,5092.11,,40.73,381.4,36.11,,1
(주)에스제이엠,123700,2014,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,6.59,0.24,0.0,-1.9,4.29,7.71,14.99,6.1,-14.2,0.55,-5.64,37.56,,,,,29.39,12.86,10.16,12.41,12.04,9.52,15.1,11.38,12.21,9.65,258.83,185.2,70.61,87.14,2.02,0.35,-0.36,0.11,0.01,31.71,9.18,86.06,27.39,3.23,0.0,-0.39,3.05,13.03,141.81,-1.65,1.84,1.8,1575.7,,,103.52,,,,10067.14,926.0,693.05,,1294.15,68.07,38.1,213.18,42.14,31.93,79.7,20.3,1675.7,40.06,38.2,414.57,256.63,79.39,86.07,50.21,250.56,164.63,34.35,25.47,20.6,0.0,4.87,7.52,51.65,1.91,2.39,333.64,999999999.0,75.19,16.68,72.29,34.45,108.04,53.59,570.88,10.88,11.98,0.0,0.94,0.95,1.17,20.13,4.62,10.2,35.8,1.38,2.19,3.74,97.47,7.6,11.47,32.97,3.96,92.18,2.9,3.07,1.11,0.0,0.01,66739.58,,,,,,,,,38.57,130.42,377.39,42.48,59.24,40.76,23.91,66739.58,23368.55,39533.69,-561.89,0.0,0.0,4403.22,,38.57,377.39,42.48,,1
(주)에스제이엠,123700,2015,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,7.36,3.11,0.0,-13.1,2.05,9.85,-9.36,8.7,14.77,15.84,51.27,36.25,,,,,29.44,12.98,13.3,13.39,13.04,13.37,16.06,16.02,13.43,13.77,299.84,280.15,70.56,87.02,5.03,0.32,-0.31,2.1,0.02,26.12,13.05,83.48,24.03,0.0,0.0,-0.34,2.73,13.92,154.6,-1.67,0.0,3.9,1721.55,,,108.21,,,,11554.07,1401.0,1643.9,,1499.18,69.65,31.43,229.49,47.76,30.35,82.62,17.38,1821.55,36.73,35.18,507.24,347.8,138.38,109.67,39.15,249.09,216.68,44.03,21.03,16.62,0.0,4.41,6.52,55.92,0.0,0.0,363.71,999999999.0,78.42,18.67,68.55,30.96,99.11,56.49,0.0,9.81,10.11,0.0,1.0,1.03,1.24,23.11,5.35,10.82,33.73,1.46,2.23,4.22,86.59,8.19,13.78,35.39,4.33,84.25,3.23,3.46,1.2,0.0,0.01,75764.17,,,,,,,,,40.78,156.39,496.07,42.02,52.0,48.0,31.65,75764.17,32458.7,39396.78,-563.33,0.0,0.0,4476.25,,40.78,496.07,42.02,,1
(주)에스제이엠홀딩스,25530,2012,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,1.19,5.19,0.0,24.98,4.71,-0.36,6.11,3.67,7.16,-17.73,-22.36,-15.58,,,,,28.56,12.59,10.7,11.44,10.47,8.9,12.77,7.3,11.33,9.63,320.37,112.2,71.44,87.41,1.25,0.88,-0.88,-0.73,0.01,22.66,8.17,86.67,19.87,1.87,0.0,-0.98,2.54,12.39,133.08,-4.08,5.76,5.22,1547.04,,,101.77,,,,12722.48,618.0,1403.75,,1601.86,68.26,30.24,215.02,47.62,31.74,83.54,16.46,1564.54,38.0,36.31,542.58,378.52,128.24,81.79,37.07,293.33,190.89,27.88,19.71,15.06,0.0,4.65,6.97,55.68,3.96,4.74,45.58,999999999.0,82.97,25.54,82.71,37.53,111.64,47.53,197.45,7.82,9.46,0.0,0.83,0.9,1.01,25.44,4.62,13.07,27.93,1.21,1.71,4.12,88.49,9.42,10.72,45.62,4.42,82.66,2.66,3.59,1.01,0.0,0.01,62933.87,,,,,,,,,27.39,117.81,316.35,33.12,53.98,46.02,32.32,62933.87,26295.51,33972.04,-1677.15,0.0,0.0,4335.4,,27.39,316.35,33.12,,1
(주)에스제이엠홀딩스,25530,2013,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,0.14,-4.56,0.0,-8.43,-2.35,1.3,-16.17,1.6,-1.97,-15.94,-21.71,-35.7,,,,,25.71,10.8,8.9,9.52,8.74,7.2,10.36,5.57,9.49,7.82,269.29,87.84,74.29,89.2,1.18,0.75,-0.84,0.98,0.0,25.74,6.53,88.89,20.9,1.92,0.0,-0.88,2.98,14.88,135.5,-4.36,4.5,3.16,1572.09,,,103.54,,,,12471.89,484.0,1974.85,,1346.45,69.04,25.02,223.04,51.77,30.96,85.28,14.72,1589.59,36.3,35.52,537.34,402.88,107.01,103.98,30.75,284.67,224.9,36.53,17.26,15.07,0.0,2.19,3.33,56.19,2.15,2.52,90.46,999999999.0,84.71,26.11,84.76,38.71,113.6,74.48,510.48,10.96,13.54,0.0,0.81,0.88,0.96,24.94,5.2,13.43,27.19,1.18,1.63,4.27,85.43,9.62,11.78,41.3,4.65,78.52,2.58,3.51,1.0,0.0,0.01,63377.32,,,,,,,,,27.54,122.9,361.29,34.03,58.86,41.14,26.14,63377.32,22311.13,37300.74,-1562.41,0.0,0.0,5327.86,,27.54,361.29,34.03,,1
(주)에스제이엠홀딩스,25530,2014,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,4.11,-0.06,0.0,-1.9,13.19,0.04,14.71,3.48,-13.06,3.1,19.02,55.23,,,,,30.48,12.8,10.45,9.72,8.83,7.2,10.34,6.46,9.79,7.99,277.63,104.55,69.52,87.2,2.58,1.21,-1.23,0.12,0.01,32.05,6.36,85.74,25.7,3.55,0.0,-1.33,3.12,13.47,140.64,-5.8,3.24,2.59,1627.35,,,103.04,,,,10843.37,576.0,785.89,,1388.13,66.34,28.69,197.13,47.31,33.66,85.43,14.57,1644.85,39.4,38.11,567.43,404.61,109.37,87.58,34.83,266.62,166.68,32.85,17.06,13.69,0.0,3.37,5.27,54.65,1.38,1.61,193.93,999999999.0,84.88,27.23,98.14,46.89,130.75,59.04,625.13,8.6,12.73,0.0,0.69,0.77,0.81,21.69,4.71,10.98,33.25,1.02,1.39,3.79,96.21,7.65,11.74,33.56,3.98,91.61,2.13,3.13,0.86,0.0,0.01,66070.88,,,,,,,,,27.58,127.96,370.16,40.8,58.25,41.75,25.61,66070.88,24903.38,38484.0,-1993.09,0.0,0.0,4676.59,,27.58,370.16,40.8,,1
(주)에스제이엠홀딩스,25530,2015,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,8.65,3.22,0.0,2133.95,28.17,-1.26,-9.67,4.33,14.33,13.58,42.99,30.36,,,,,30.33,12.72,13.39,10.2,9.42,9.92,11.19,8.9,11.25,11.84,315.33,149.49,69.67,87.28,5.27,0.87,-0.96,2.06,0.01,25.6,9.21,83.63,23.04,0.0,0.0,-1.04,2.75,14.22,154.25,-4.48,1.58,2.47,1698.57,,,105.22,,,,12397.34,824.0,1819.06,,1576.63,60.3,26.25,151.87,44.47,39.7,83.07,16.93,1716.07,47.79,43.92,627.98,463.14,164.65,110.66,31.22,275.39,218.74,40.18,20.38,11.56,0.0,8.82,14.45,50.69,4.61,5.55,124.5,999999999.0,82.57,28.78,85.31,49.69,111.82,44.14,162.09,7.47,10.51,0.0,0.74,0.88,0.88,24.79,4.69,11.74,31.09,1.17,1.62,4.27,85.57,8.26,13.99,35.87,4.33,84.31,2.01,3.52,1.0,0.0,0.01,75440.06,,,,,,,,,28.98,154.03,488.07,40.75,51.98,48.02,32.85,75440.06,33309.89,39216.48,-1770.6,0.0,0.0,4684.29,,28.98,488.07,40.75,,1
(주)에이치에스애드,35000,2012,1,71,137105,  전문 서비스업 ,1999-08-11,,-0.76,9.53,0.0,0.0,1.01,-0.88,0.0,4.01,3.63,17.96,59.16,32.4,,,,,31.39,4.5,3.66,4.82,4.14,3.36,13.83,11.08,4.2,3.42,85.98,69.84,68.61,95.5,0.68,0.57,-0.65,-0.09,0.21,32.2,2.77,94.95,18.85,0.0,0.13,-0.66,0.65,19.67,86.12,-0.85,12.24,14.97,582.94,,,92.69,,,,20271.48,0.0,-939.13,,911.91,93.34,0.0,1402.52,93.34,6.66,31.11,68.89,642.59,21.4,20.54,138.08,138.08,8.07,0.0,0.0,117.83,0.0,0.0,221.48,217.33,0.0,4.15,5.02,25.74,0.75,2.42,45.14,999999999.0,28.23,5.85,101.6,7.18,106.74,3.61,331.18,2.49,2.7,0.0,0.92,0.93,3.07,19.11,1.31,2.06,177.19,0.98,0.98,0.0,0.0,0.0,0.0,0.0,1.81,201.42,13.94,92.7,0.57,0.0,0.04,87206.25,,,,,,,,,23.96,2302.34,0.0,25.97,70.72,29.28,14.09,87206.25,17404.8,61672.44,-2173.42,7759.8,424.66,2117.98,,23.96,0.0,25.97,,1
(주)에이치에스애드,35000,2013,1,71,137105,  전문 서비스업 ,1999-08-11,,12.26,-8.2,0.0,0.0,-4.56,13.46,0.0,7.08,3.94,6.79,-2.54,-0.98,,,,,32.69,4.62,3.56,4.68,4.18,3.22,13.74,10.23,4.23,3.26,91.82,68.07,67.31,95.38,0.1,0.42,-0.44,-0.08,0.14,27.19,2.82,95.36,17.61,0.0,0.15,-0.45,0.72,22.0,90.33,-0.57,3.17,5.21,628.45,,,93.54,,,,21070.52,738.0,421.37,,973.84,94.34,0.0,1667.23,94.34,5.66,29.78,70.22,688.1,19.0,18.37,136.33,136.33,14.23,0.0,0.0,125.06,0.0,0.0,235.81,232.39,0.0,3.42,4.05,25.14,3.1,10.42,40.16,999999999.0,27.21,6.33,103.86,6.78,115.63,-1.5,-33.84,-1.05,-1.23,0.0,0.9,0.92,2.97,19.87,1.3,2.09,174.25,0.96,0.96,0.0,0.0,0.0,0.0,0.0,1.72,211.8,14.75,96.1,0.56,0.0,0.03,86111.82,,,,,,,,,21.08,2476.64,0.0,24.67,69.31,30.69,14.43,86111.82,16492.61,59680.25,-1534.08,8527.57,497.69,2447.77,,21.08,0.0,24.67,,1
