,회사명,거래소코드,회계년도,소속코드_df1,통계청 한국표준산업분류 코드 10차(대분류)_df1,산업코드_df1,산업명_df1,상장일_df1,상장폐지일_df1,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS),label_df2
154,(주)디오,39840,2015,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,0,2146826.0,3609416.0,49820414.0,0.0,54904812.0,1354154.0,172819.0,2944560.0,25141.0,6221188.0,2245520.0,542382.0,27313357.0,9446145.0,11747945.0,195820.0,0.0,260867.0,0.0,6339284.0,2075265.0,30634.0,1032314.0,3308815.0,1083029.0,14625000.0,7585702.0,55780328.0,-7953528.0,9272886.0,386000.0,2204266.0,71939173.0,0.0,71939173.0,12698234.0,8580032.0,604899.0,1048692.0,177427.0,1795528.0,933350.0,139065.0,1000881.0,789496.0,68740.0,1580972.0,431736.0,32521.0,64780.0,491150.0,2246681.0,3975956.0,2.48,0.06,0.0,-5.67,9.52,-21.53,95.45,16.83,495.08,0.0,349.28,22.56,1.75,1.98,-19.62,57.26,27.94,12.6,16.69,16.63,7.5,34.25,15.75,16.82,7.58,296.73,136.6,42.74,72.06,-9.81,-8.53,7.64,-0.5,1.1,30.49,12.04,82.57,20.57,0.0,0.0,8.9,3.59,11.28,60.5,8.84,36.78,15.66,1029.44,0.0,2.76,89.57,0.0,0.0,0.0,4970.84,751.0,975.68,5340.71,1388.76,57.35,16.51,134.49,47.89,42.65,63.39,36.61,1024.6,67.27,54.16,269.83,225.29,8.26,425.7,26.23,777.81,607.85,54.73,57.75,33.53,3.37,24.22,42.53,36.1,12.37,19.52,3.61,3.37,63.69,10.27,93.3,74.7,168.95,15.41,45.6,5.64,9.59,3.66,0.6,0.6,1.23,10.62,1.16,10.36,35.23,1.07,1.33,5.46,66.83,7.56,130.63,24.72,1.59,229.84,1.34,1.63,0.61,0.0,0.0,33782.99,124.53,260.75,62.82,22.81,43.88,183.87,16.46,513.4,27.61,76.82,706.27,46.96,37.59,62.41,26.83,13038.48,12698.23,5494.39,0.0,0.0,2218.48,232.0,1
155,(주)디오,39840,2016,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,0,6941041.0,2107157.0,61609704.0,0.0,61512793.0,7322980.0,269470.0,4854483.0,798663.0,4417304.0,4835977.0,636248.0,27313357.0,9446145.0,15394869.0,156706.0,0.0,260867.0,0.0,4109420.0,2583322.0,28720.0,1258088.0,7092598.0,1319042.0,2547254.0,7585702.0,55780328.0,-13291012.0,9085650.0,386000.0,22611706.0,88019748.0,0.0,88019748.0,17496950.0,10567522.0,1308027.0,2583956.0,227116.0,2014413.0,1230469.0,96145.0,1631329.0,2744075.0,71100.0,2227806.0,2072716.0,78412.0,78184.0,323657.0,1990488.0,4631659.0,22.89,16.97,0.0,16.57,27.6,9.47,37.37,22.35,32.35,121.71,123.23,20.0,26.29,0.23,2.54,66.23,30.22,23.78,19.57,19.51,15.35,28.33,22.24,19.81,15.59,350.65,270.43,33.77,69.78,-1.18,-0.51,0.67,0.36,3.12,18.12,15.78,71.93,26.71,0.0,0.0,0.9,4.4,12.36,52.66,1.38,6.77,5.33,1482.65,0.0,20.7,96.83,0.0,0.0,0.0,5801.69,1410.0,757.37,7000.15,1753.25,59.55,14.16,147.21,51.12,40.45,73.3,26.7,1407.44,55.19,52.18,264.86,227.35,20.53,434.79,22.75,1341.55,630.74,32.41,36.43,30.67,74.09,5.76,11.39,37.07,6.54,8.92,39.97,44.52,77.09,15.28,90.72,64.19,167.05,31.89,130.26,8.52,14.55,45.29,0.65,0.66,0.94,11.6,2.07,16.85,21.66,1.1,1.3,7.26,50.31,10.45,149.36,31.16,1.69,216.54,1.56,1.84,0.8,0.0,0.0,48306.1,149.44,261.34,81.6,68.36,44.99,164.37,17.81,482.94,32.13,94.6,646.97,54.88,36.22,63.78,43.33,25560.96,17496.95,587.32,0.0,0.0,2879.41,293.0,1
156,(주)디지털대성,68930,2014,5,85,168505,  교육 서비스업 ,2003-10-17,0,3682419.0,17773039.0,4103711.0,0.0,3877719.0,549755.0,377871.0,3347717.0,4543314.0,0.0,692472.0,0.0,0.0,0.0,0.0,397997.0,1128337.0,0.0,0.0,346055.0,2270961.0,0.0,4413505.0,0.0,4874649.0,0.0,10972362.0,31710021.0,-2627918.0,0.0,906857.0,16568068.0,57505052.0,3207470.0,33201094.0,10608223.0,8057020.0,623598.0,1232711.0,17279.0,323981.0,747323.0,241621.0,236262.0,2102240.0,95186.0,0.0,24966.0,0.0,0.0,0.0,0.0,1522116.0,11.16,13.95,0.0,-11.61,62.42,-17.64,6.52,-0.88,-6.63,6.98,7.03,10.95,-3.85,3.08,9.07,46.57,9.76,8.72,10.46,8.77,7.83,9.95,8.89,9.5,8.48,51.43,45.92,53.43,90.24,1.6,1.88,-1.87,0.0,3.66,23.3,6.15,88.87,20.33,0.0,0.0,-2.07,6.3,31.49,0.0,-14.19,0.0,0.0,454.11,100.0,28.48,84.73,27.48,5.18,60.16,2635.41,268.0,500.88,1694.37,257.2,44.93,0.54,81.58,44.69,55.07,86.35,13.65,530.16,63.78,63.78,329.19,327.41,40.05,2108.29,0.78,997.56,2108.29,211.34,15.81,15.81,0.0,0.0,0.0,31.28,0.0,0.0,999999999.0,999999999.0,73.96,4.54,42.52,68.75,110.24,101.74,0.0,13.89,16.27,0.0,0.9,0.97,1.02,5.27,7.57,167.34,2.18,2.35,2.37,317.22,1.15,317.22,0.0,0.0,16.17,22.57,1.45,29.51,1.79,0.01,0.05,19348.67,85.99,255.58,24.94,22.27,47.15,9.22,2.44,299.4,28.72,932.23,3523.11,33.65,54.83,45.17,25.9,6533.8,10608.22,-1077.54,0.0,0.0,3284.18,225.0,1
157,(주)디지털대성,68930,2015,5,85,168505,  교육 서비스업 ,2003-10-17,0,4962617.0,10259881.0,3593556.0,0.0,3190639.0,702984.0,1735923.0,4419555.0,5569218.0,0.0,1391564.0,0.0,8427461.0,2479134.0,0.0,503225.0,1355644.0,0.0,0.0,4112659.0,6104010.0,277957.0,3457560.0,0.0,4168202.0,1243000.0,11072362.0,32303583.0,-2627918.0,0.0,1208353.0,18422716.0,60225882.0,7879221.0,33615861.0,10469039.0,8026754.0,723164.0,1432853.0,38126.0,333467.0,766680.0,276244.0,382876.0,3184152.0,83990.0,0.0,-32702.0,9348.0,980596.0,0.0,0.0,1219469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.51,-0.89,-3.63,-6.59,48.11,9.92,8.91,7.53,6.47,5.81,9.58,8.54,6.91,6.21,53.95,47.02,51.89,90.08,1.01,1.55,-1.55,0.0,5.29,18.52,4.79,89.41,18.84,0.0,0.0,-1.68,6.49,15.24,0.0,-3.12,0.52,0.52,474.56,100.0,29.07,85.48,27.52,5.09,73.32,2719.65,283.0,314.98,1636.44,269.75,27.83,4.16,38.56,26.67,72.17,67.54,32.46,550.83,106.85,95.51,113.87,109.12,21.99,271.08,34.2,70.55,271.08,384.23,48.05,36.19,85.62,11.87,236.57,3.39,9.36,13.86,133.28,999999999.0,58.4,4.87,42.67,110.66,143.5,23.27,80.71,7.55,11.58,0.0,0.65,0.7,0.97,5.44,2.01,14.64,24.92,2.34,2.45,56.27,6.49,56.27,0.0,0.0,20.76,17.58,0.9,4.04,1.25,0.02,0.0,19723.67,78.68,246.31,25.11,18.63,44.04,9.17,2.81,310.46,21.36,132.15,913.18,32.75,53.08,46.92,27.19,6583.09,10469.04,-935.78,0.0,0.0,3607.33,223.0,1
158,(주)메지온,140410,2014,5,70,137001,  연구개발업 ,2012-01-20,0,39229025.0,29545023.0,1958433.0,0.0,1168624.0,99346.0,188000.0,88598.0,91573.0,2268260.0,0.0,0.0,0.0,0.0,187487.0,275079.0,157975.0,1083738.0,0.0,5425.0,940489.0,276158.0,0.0,0.0,0.0,0.0,4059000.0,51926096.0,-8763256.0,0.0,18223.0,17807856.0,4454555.0,0.0,0.0,2614066.0,2411399.0,179120.0,0.0,0.0,333441.0,232639.0,0.0,78123.0,0.0,0.0,1283316.0,0.0,728455.0,0.0,34625.0,0.0,-763148.0,22.95,122.23,0.0,-14.37,26.22,398.47,6.39,1.19,0.0,0.0,0.0,-2975.54,26.67,-20.11,-6.35,0.0,-110.37,-57.64,-4.78,-6.96,-3.64,-7.66,-4.0,-7.19,-3.76,-121.41,-63.41,0.0,210.37,35.59,35.82,-34.53,2.24,0.0,0.0,-5.82,154.02,27.52,28.81,0.0,-16.2,1.59,7.43,10.96,-23.87,0.0,0.0,1745.63,0.0,26.92,106.85,0.0,0.0,0.0,550.65,-337.0,-556.56,7803.07,-607.74,94.39,3.09,1682.96,91.48,5.61,84.94,15.06,1629.73,6.6,6.5,686.8,665.6,366.53,51.52,3.61,21540.67,51.52,0.24,17.72,16.18,0.0,1.54,1.63,80.65,0.0,0.0,999999999.0,999999999.0,90.99,17.46,1478.78,106.28,1726.04,-34.35,0.0,-5.17,-90.4,0.0,0.06,0.07,0.07,1.1,0.69,1642.17,0.22,0.07,0.07,3.27,111.57,3.27,0.0,0.0,7.62,47.88,0.94,19.5,0.06,0.0,0.01,-1944.26,-102.33,234.45,-258.76,-135.15,137.58,16.58,8.58,4098.67,-2.5,-617.05,-1192.81,-43.65,0.0,0.0,0.0,-3330.97,2614.07,-1538.12,232.64,0.0,150.94,19.0,1
159,(주)무궁화인포메이션테크놀로지,38340,2014,6,26,74707,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2001-11-22,0,1456274.0,4967979.0,2861398.0,0.0,2429350.0,1636409.0,6993631.0,2013992.0,55411.0,106973.0,1199328.0,527402.0,1672200.0,2319001.0,1408882.0,93057.0,1407860.0,0.0,0.0,2113109.0,857595.0,1182720.0,63134.0,105840.0,63390.0,0.0,19527739.0,20180687.0,0.0,1398593.0,286148.0,-33057407.0,24706173.0,7544364.0,0.0,2527141.0,1293835.0,385413.0,167237.0,35605.0,50140.0,257973.0,112958.0,112865.0,66154.0,108158.0,20400.0,208962.0,1211.0,167280.0,94111.0,23822.0,-152180.0,-35.18,-6.04,0.0,-34.73,-35.53,67.49,147.76,-81.76,0.0,0.0,0.0,-632.81,-16.98,-77.12,-41.12,5.88,-12.57,-47.67,-10.32,-10.9,-41.34,-32.2,-123.58,-11.2,-42.49,-24.08,-91.7,94.12,112.57,-33.26,-3.34,3.34,0.1,0.27,0.0,-38.45,145.02,6.93,0.0,0.0,2.26,2.16,15.72,56.08,4.37,28.54,8.36,-30.17,0.0,-249.97,-53.46,0.0,0.0,0.0,785.66,-494.0,-182.25,409.15,-98.77,55.65,13.94,125.45,47.89,44.35,62.88,37.12,69.83,70.53,64.11,180.6,155.42,21.09,110.16,31.24,90.62,161.29,121.56,59.02,49.0,73.42,10.02,25.38,24.83,15.5,24.65,-3.13,-12.74,-24.26,-0.28,64.38,50.93,85.67,-101.95,-244.15,-37.84,-34.32,-3.77,0.87,0.89,2.56,1.92,1.31,15.27,23.9,1.55,1.7,17.8,20.51,30.23,45.94,0.0,4.33,84.28,1.96,5.23,0.85,0.15,0.01,-7094.41,-211.06,502.36,-51.19,-278.83,43.45,96.82,4.2,419.13,-31.66,-154.87,-1544.59,-28.72,0.0,0.0,0.0,-11323.27,2527.14,824.01,0.0,0.0,788.74,44.0,1
160,(주)무궁화인포메이션테크놀로지,38340,2015,6,26,74707,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2001-11-22,0,175628.0,5382658.0,3886618.0,0.0,2624320.0,566346.0,5382658.0,496985.0,1645.0,69650.0,949281.0,578096.0,1672200.0,2319001.0,1337556.0,38895.0,1325745.0,0.0,0.0,1738914.0,1567004.0,293781.0,64977.0,0.0,64977.0,0.0,22443476.0,28856147.0,0.0,1398593.0,286148.0,-39311604.0,13792580.0,10560569.0,6581.0,1921639.0,1104605.0,70450.0,178264.0,24780.0,72746.0,290391.0,69345.0,137518.0,51027.0,95746.0,0.0,1592900.0,800.0,480439.0,67316.0,11561.0,-90723.0,8.59,-5.74,0.0,29.6,-8.16,-15.34,30.8,-44.17,0.0,0.0,0.0,0.0,-2.27,-51.01,-13.71,15.23,-26.87,-45.63,-13.8,-15.86,-26.93,-22.89,-39.98,-17.47,-29.66,-17.66,-29.98,84.77,126.87,-19.41,2.35,-2.35,0.41,0.37,0.0,-28.32,144.1,9.21,0.0,0.0,-1.56,2.73,12.68,57.55,-4.52,7.99,5.74,-20.53,0.0,-216.59,-33.67,0.0,0.0,0.0,309.5,-145.0,-113.94,380.37,-83.18,47.06,12.85,88.91,41.02,52.94,75.17,24.83,79.47,70.43,68.88,203.3,177.18,3.12,178.33,25.29,150.92,303.55,118.16,33.04,30.8,100.0,2.24,7.04,23.91,8.01,10.66,-23.81,999999999.0,-17.07,-0.19,86.72,82.73,154.25,-89.43,-277.29,-22.21,-39.18,0.0,0.59,0.65,0.85,0.66,1.92,7.16,50.97,1.15,1.33,8.59,42.47,13.44,26.94,0.0,6.08,60.06,1.21,3.1,0.76,0.13,0.02,-4044.02,-89.77,246.1,-70.41,-127.5,37.49,94.54,3.12,510.99,-16.62,-93.66,-1157.2,-29.32,0.0,0.0,0.0,-6384.12,1921.64,-324.75,0.0,0.0,569.12,43.0,1
161,(주)미래SCI,28040,2015,4,46,32901,  도매 및 상품 중개업 ,1996-07-27,2021/04/13,879.0,30000.0,11329089.0,0.0,11732229.0,379870.0,58383.0,16199.0,21506.0,46653.0,1529779.0,564707.0,10611178.0,17936134.0,24452748.0,153563.0,1019460.0,0.0,0.0,5599581.0,2403704.0,19807.0,13112.0,0.0,13112.0,192780.0,7845598.0,35772174.0,-4090.0,543625.0,300000.0,-46667493.0,14515729.0,5756088.0,27481.0,1893881.0,609191.0,55771.0,72408.0,668.0,52412.0,12379.0,23093.0,34493.0,294.0,44777.0,8729.0,14876.0,11123.0,7231.0,59464.0,9899.0,7746.0,10.73,-14.58,-13.35,-14.7,172.65,-24.53,6.51,88.69,0.0,0.0,0.0,0.0,-26.23,155.78,-1.76,14.47,3.51,-29.61,1.24,1.22,-10.3,4.39,-37.04,1.28,-10.84,3.83,-32.39,85.53,96.49,-21.15,-9.72,9.3,-0.08,0.0,0.0,-7.07,117.3,10.91,0.0,0.0,7.78,5.68,4.98,111.84,4.48,6.41,6.1,52.63,0.0,-385.09,46.45,0.0,0.0,0.0,401.84,-341.0,-104.34,334.03,14.09,33.42,19.23,50.2,26.99,66.58,27.3,72.7,152.57,243.88,200.88,49.99,40.38,0.0,399.05,0.0,200.84,1451.76,198.69,266.3,244.89,99.09,21.4,0.0,-33.44,48.32,177.01,0.37,-0.9,9.42,0.53,68.99,218.44,287.66,-14.77,-22.22,-10.74,-32.44,0.38,0.35,0.37,1.25,1.09,0.48,4.89,74.62,1.45,2.15,4.43,82.38,16.2,46.26,7.02,2.37,154.16,0.46,0.49,0.4,0.52,0.01,1764.74,39.57,322.57,11.41,-95.17,42.09,610.29,77.67,974.38,4.02,6.43,50.49,12.16,107.32,-7.32,-243.58,-2561.38,1893.88,1350.12,0.0,0.0,985.55,45.0,1
162,(주)미래SCI,28040,2016,4,46,32901,  도매 및 상품 중개업 ,1996-07-27,2021/04/13,23599.0,1571145.0,9950850.0,0.0,9882098.0,24610.0,1008890.0,16019.0,16818.0,365890.0,0.0,0.0,2079284.0,225825.0,29750.0,236919.0,563392.0,0.0,0.0,3768772.0,914768.0,53715.0,0.0,3045.0,0.0,149940.0,9208764.0,45865880.0,-4090.0,499631.0,300000.0,-53746976.0,16509287.0,11181533.0,14573.0,986573.0,855800.0,65157.0,202044.0,9200.0,70910.0,171271.0,62638.0,32714.0,31993.0,98232.0,0.0,0.0,15968.0,74099.0,144510.0,1211.0,-16800.0,3.59,-90.4,-69.26,-73.43,157.04,-87.64,36.88,13.73,298.99,0.0,0.0,39.9,-37.78,82.79,-16.28,27.03,12.3,-44.17,4.72,4.55,-16.34,14.32,-51.43,6.83,-24.52,23.81,-85.51,72.97,87.7,-16.35,-6.1,6.17,-0.52,0.19,0.0,-14.05,103.96,5.62,0.0,0.0,5.8,4.66,8.42,40.15,3.35,4.86,5.01,77.97,0.0,-328.03,52.82,0.0,0.0,0.0,980.01,-430.0,-120.29,972.61,120.54,82.93,0.93,485.7,82.16,17.07,36.07,63.93,177.92,47.33,42.97,137.59,136.32,0.09,2831.95,3.39,261.82,2831.95,1081.66,177.23,167.08,99.33,10.15,16.15,22.66,49.47,137.14,1.86,0.34,15.81,0.78,158.46,111.9,107.27,-9.98,-12.9,-6.38,-17.55,1.99,0.37,0.56,1.16,1.94,0.54,3.52,103.56,0.63,0.67,10.43,35.0,29.4,135.73,18.34,1.56,233.39,0.89,1.1,0.3,0.12,0.01,1549.92,55.35,589.62,72.52,-260.41,35.23,0.0,0.0,0.0,3.41,58.81,42922.1,9.39,63.65,36.35,-470.45,-668.66,986.57,1019.0,0.0,0.0,817.97,28.0,1
163,(주)바이오니아,64550,2013,5,21,32103,  의료용 물질 및 의약품 제조업 ,2005-12-29,0,2604863.0,369290.0,16189954.0,0.0,19027746.0,91673.0,156665.0,1523154.0,1534977.0,2119273.0,2558128.0,1798785.0,5935568.0,14482696.0,9459200.0,383646.0,6346255.0,0.0,0.0,2450067.0,1532068.0,954395.0,1088575.0,0.0,1088575.0,1600000.0,6502455.0,58897704.0,0.0,255059.0,0.0,-41121321.0,23904101.0,20339429.0,0.0,7374180.0,3850389.0,183332.0,448129.0,100672.0,554959.0,200042.0,294605.0,271931.0,370201.0,122365.0,5746809.0,1336487.0,3212.0,53783.0,52362.0,391356.0,-3299.0,2.65,-9.67,0.0,-4.41,14.45,-7.77,-6.0,16.41,0.0,0.0,0.0,-62.63,1.79,15.52,14.54,60.9,-15.25,-29.92,-5.2,-5.28,-10.36,-11.96,-23.47,-5.38,-10.55,-57.1,-112.0,39.1,115.25,-14.68,-10.63,9.92,-0.71,1.55,0.0,-6.92,128.87,23.09,24.04,0.0,7.43,13.26,10.98,74.65,6.15,8.16,8.46,354.24,0.0,-130.14,75.01,0.0,0.0,0.0,1838.08,-565.0,-291.21,998.45,-280.4,41.71,30.07,71.55,29.17,58.29,42.24,57.76,454.24,138.01,114.46,85.0,59.44,6.44,183.39,0.0,656.51,378.06,27.93,136.77,116.19,94.62,20.58,0.0,-7.36,42.53,100.71,-1.5,-2.02,32.94,3.54,114.32,174.47,288.19,-8.05,-10.93,-4.65,-13.6,-1.54,0.35,0.35,0.78,3.74,0.62,11.77,31.01,0.87,1.31,2.62,139.57,5.93,11.9,7.7,1.71,213.9,0.57,1.05,0.42,0.0,0.0,6362.65,6.86,83.34,-25.02,-36.48,21.9,75.59,15.3,247.17,9.1,29.41,141.69,26.62,115.9,-15.9,-112.41,-7155.78,7374.18,2372.21,0.0,0.0,4234.33,284.0,0
164,(주)바이오니아,64550,2014,5,21,32103,  의료용 물질 및 의약품 제조업 ,2005-12-29,0,3134249.0,135681.0,12935759.0,0.0,18122495.0,90947.0,134181.0,1839923.0,1898642.0,2113482.0,3103154.0,1592897.0,5935568.0,14482696.0,9681263.0,378890.0,6544723.0,0.0,0.0,1459348.0,1395104.0,1101582.0,1149554.0,0.0,1149554.0,400000.0,7006504.0,71544805.0,0.0,321141.0,0.0,-54639083.0,17853516.0,15633595.0,0.0,8595212.0,4508569.0,305056.0,293312.0,127073.0,464042.0,142332.0,231749.0,209460.0,436416.0,157102.0,5879613.0,2340704.0,3284.0,82074.0,40324.0,20191.0,869.0,-3.68,-6.96,0.0,-0.8,-7.71,8.38,2.25,-25.31,0.0,0.0,0.0,-139.94,0.35,-27.54,21.41,58.42,-48.4,-75.95,-12.47,-12.59,-19.75,-28.93,-45.39,-12.75,-20.01,-127.92,-200.74,41.58,148.4,-27.55,-13.09,14.37,1.28,2.44,0.0,-16.01,173.11,26.78,32.93,0.0,8.0,10.32,8.93,81.64,6.62,10.04,9.44,331.05,0.0,-172.84,71.78,0.0,0.0,0.0,1299.64,-992.0,-314.06,864.91,-628.98,39.97,35.31,66.57,25.85,60.03,44.84,55.16,431.05,133.9,111.95,86.18,55.75,7.63,134.99,0.0,879.34,272.04,15.35,123.03,103.43,98.48,19.6,0.0,-6.41,39.16,87.34,-3.26,-4.28,34.44,3.31,157.08,227.42,373.39,-10.9,-15.36,-6.01,-22.69,-3.37,0.26,0.26,0.6,2.64,0.46,9.13,39.96,0.64,0.94,1.95,186.83,3.98,10.53,6.04,1.23,295.6,0.44,0.86,0.29,0.0,0.0,478.47,-2.74,60.39,-32.22,-48.32,26.58,70.08,12.23,236.03,0.71,2.38,13.22,2.68,1796.41,-1696.41,-2833.89,-13558.31,8595.21,2566.34,0.0,0.0,3311.7,285.0,0
